tickerId,companyName,remarks,recordDate,xdDate,interimOrFinal,instrumentType,value,percentage,dateOfAnnouncement,bookClosureStartDate,bookClosureEndDate,sortDate
S0003018,Reliance Industries,Rs.5.5000 per share(55%)Final Dividend,,,Final,5,5.5,55,2025-04-25,,,2025-04-25
S0003018,Reliance Industries,Rs.10.0000 per share(100%)Final Dividend,2024-08-19,2024-08-19,Final,5,10.0,100,2024-04-22,,,2024-08-19
S0003018,Reliance Industries,Rs.9.0000 per share(90%)Final Dividend,2023-08-21,2023-08-21,Final,5,9.0,90,2023-07-21,,,2023-08-21
S0003018,Reliance Industries,Rs.7.0000 per share(70%)Final Dividend,2021-06-14,2021-06-11,Final,5,7.0,70,2021-04-30,,,2021-06-11
S0003018,Reliance Industries,Rs.3.5000 per share(70%)Final Dividend,2021-06-14,2021-06-11,Final,109,3.5,70,2021-05-01,,,2021-06-11
