displayName,key,value
Return on average equity - 5 year average,returnOnAverageEquity5YearAverage,8.63
Net Income/employee - trailing 12 month,netIncomePerEmployeeTrailing12Month,
Revenue/employee - most recent fiscal year,revenuePerEmployeeMostRecentFiscalYear,
Return on investment - most recent fiscal year,returnOnInvestmentMostRecentFiscalYear,6.36
Return on average assets - most recent fiscal year,returnOnAverageAssetsMostRecenFiscalYear,4.39
Receivables turnover - most recent fiscal year,receivablesTurnoverMostRecentFiscalYear,26.58
Return on investment - trailing 12 month,returnOnInvestmentTrailing12Month,6.36
Return on average assets - trailing 12 month,returnOnAverageAssetsTrailing12Month,4.39
Inventory turnover - most recent fiscal year,inventoryTurnoverMostRecentFiscalYear,4.32
Inventory turnover - trailing 12 month,inventoryTurnoverTrailing12Month),4.32
Revenue/employee - trailing 12 month,revenuePerEmployeeTrailing12Month,
Return on average assets - 5 year average,returnOnAverageAssets5YearAverage,4.57
Net Income/employee - most recent fiscal year,netIncomePerEmployeeMostRecentFiscalYear,
Return on average equity - trailing 12 month,returnOnAverageEquityTrailing12Month,8.51
Receivables turnover - trailing 12 month,receivablesTurnoverTrailing12Month,26.58
Asset turnover - most recent fiscal year,assetTurnoverMostRecentFiscalYear,0.53
Asset turnover - trailing 12 month,assetTurnoverTrailing12Month,0.53
Return on average equity - most recent fiscal year,returnOnAverageEquityMostRecentFiscalYear),8.51
Return on investment - 5 year average,returnOnInvestment5YearAverage,6.57
