displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,52.10
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,353.83
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,341.52
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,1800.04
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,198.24
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,222.55
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,205.13
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,433.41
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,2551.55
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,222.55
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,205.30
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,222.69
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,2403.79
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,2403.79
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,77.50
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,2579.96
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,207.79
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,1800.04
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,77.50
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,205.13
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,198.24
