displayName,key,value
"EPS Change %, TTM over TTM",ePSChangePercentTTMOverTTM,-8.36
"Revenue growth rate, 5 year",revenueGrowthRate5Year,12.35
"EPS growth rate, 5 year",ePSGrowthRate5Year,0.56
Revenue Change % - most recent quarter 1 year ago,revenueChangePercentMostRecentQuarter1YearAgo,12.95
"Growth rate% - dividend, 3 year",growthRatePercentDividend3Year,26.82
"Growth rate% - EPS, 3 year",growthRatePercentEPS3year,-6.25
Revenue/share (5 yr growth),revenuePerShare(5yrGrowth),11.90
"Free Operating Cash Flow, 5 Year CAGR",freeOperatingCashFlow5YearCAGR,-50.94
"Tangible Book Value, Total Equity, 5 Year CAGR",tangibleBookValueTotalEquity5YearCAGR,14.28
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year Interim CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearInterimCAGR,6.32
"Capital Spending growth rate, 5 year",capitalSpendingGrowthRate5Year,40.14
"Revenue Change %, TTM over TTM",revenueChangePercentTTMPOverTTM,4.31
"Growth rate% -  Revenue, 3 year",growthRatePercentRevenue3Year,13.03
"Book value per share growth rate, 5 year",bookValuePerShareGrowthRate5Year,12.19
EPS Change % - most recent quarter 1 year ago,ePSChangePercentMostRecentQuarter1YearAgo),7.72
"Net Profit Margin growth rate, 5 year",netProfitMarginGrowthRate5Year,-10.12
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearCAGR,6.71
"Total Debt, 5 Year CAGR",totalDebt5YearCAGR,-0.06
