displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,75281.30
Revenue - trailing 12 month,revenueTrailing12Month),739609.40
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,60391.10
EBITD - trailing 12 month,eBITDTrailing12Month,125630.80
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,64681.80
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,221.91
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,759551.30
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,61172.76
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,80912.60
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,76255.60
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,125574.50
