displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,7857.64,,,2021,Annual
Depreciation/ Depletion ,Depreciation/Depletion,2700.23,,,2021,Annual
Non- Cash Items ,Non-CashItems,941.29,,,2021,Annual
Changesin Working Capital ,ChangesinWorkingCapital,1037.91,,,2021,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,12537.07,,,2021,Annual
Capital Expenditures ,CapitalExpenditures,-1924.87,,,2021,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-6193.81,,,2021,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-8118.68,,,2021,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-1512.81,,,2021,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-374.80,,,2021,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,13.78,,,2021,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-2514.91,,,2021,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-4388.74,,,2021,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,0.33,,,2021,Annual
Net Changein Cash ,NetChangeinCash,29.98,,,2021,Annual
Cash Interest Paid ,CashInterestPaid,1480.54,,,2021,Annual
Cash Taxes Paid ,CashTaxesPaid,1291.00,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
