CalendarMonth,CalendarYear,FiscalYear,ActualReportDate,Type,CurrencyCode,Reported,ReportedDate,SurprisePercent,SurpriseMean,SUE,NumEstimates,Mean,High,Low,Median,StandardDeviation,SmartEstimate
3,2024,2024,2024-04-29T05:28:00,Actual,INR,245.36,2024-04-29T05:28:00,-0.25,245.97,-0.03,28,,,,,,
3,2025,2025,2025-04-28T06:05:00,Actual,INR,208.44,2025-04-28T06:05:00,-6.74,223.5,-0.74,32,,,,,,
3,2026,2026,,Estimate,INR,,,,,,36,315.0,362.0,259.0,316.0,25.0,312.0
3,2027,2027,,Estimate,INR,,,,,,34,405.0,466.0,321.0,409.0,31.0,400.0
3,2028,2028,,Estimate,INR,,,,,,8,480.0,602.0,407.0,453.0,60.0,483.0
