displayName,key,value
Operating margin - trailing 12 month,operatingMarginTrailing12Month,11.90
Gross Margin - 5 year average,grossMargin5YearAverage,55.24
Operating margin - 1st historical fiscal year,operatingMargin1stHistoricalFiscalYear),11.12
Operating Margin - 5 year average,operatingMargin5YearAverage,14.12
Net Profit Margin % - 1st historical fiscal year,netProfitMarginPercent1stHistoricalFiscalYear,7.95
Gross Margin - 1st historical fiscal year,grossMargin1stHistoricalFiscalYear,57.71
Net Profit Margin % - trailing 12 month,netProfitMarginPercentTrailing12Month,8.75
Net Profit Margin - 5 year average,netProfitMargin5YearAverage,9.96
Pretax Margin - 5 year average,pretaxMargin5YearAverage,13.20
"Free Operating Cash Flow/Revenue, TTM",freeOperatingCashFlowPerRevenueTTM,0.27
Pretax margin - 1st historical fiscal year,pretaxMargin1stHistoricalFiscalYear,9.91
Pretax margin - trailing 12 month,pretaxMarginTrailing12Month,10.94
"Free Operating Cash Flow/Revenue, 5 Year Average",freeOperatingCashFlowPerRevenue5YearAverage,5.08
Gross Margin - trailing 12 month,grossMarginTrailing12Month,57.65
