tickerId,companyName,remarks,boardMeetDate,purpose
S0003075,Ultratech Cement,,2025-07-21,Quarterly Results
S0003075,Ultratech Cement,,2025-04-28,Audited Results & Final Dividend
S0003075,Ultratech Cement,(Revised),2025-01-23,Quarterly Results
S0003075,Ultratech Cement,,2025-01-21,Quarterly Results
S0003075,Ultratech Cement,,2024-10-21,Quarterly Results
S0003075,Ultratech Cement,,2024-07-19,Quarterly Results
S0003075,Ultratech Cement,,2024-04-29,Audited Results & Final Dividend
S0003075,Ultratech Cement,,2024-01-19,Quarterly Results
S0003075,Ultratech Cement,,2023-10-19,Quarterly Results
S0003075,Ultratech Cement,,2023-07-21,Quarterly Results
S0003075,Ultratech Cement,,2023-04-28,Audited Results & Final Dividend
S0003075,Ultratech Cement,,2023-01-21,Quarterly Results
S0003075,Ultratech Cement,,2022-10-19,Quarterly Results
S0003075,Ultratech Cement,,2022-07-22,Quarterly Results
S0003075,Ultratech Cement,,2022-04-29,Audited Results & Final Dividend
S0003075,Ultratech Cement,,2022-01-17,Quarterly Results
S0003075,Ultratech Cement,,2021-10-18,Quarterly Results
S0003075,Ultratech Cement,,2021-07-22,Quarterly Results
S0003075,Ultratech Cement,,2021-05-07,Audited Results & Dividend
S0003075,Ultratech Cement,"Inter alia,  will also consider and evaluate a proposal for raising of funds, in one or more tranches, through permissible mode(s) and / or combination(s) thereof",2021-01-23,Quarterly Results & Others
