displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,10093.73,,,2024,Interim
Depreciation/ Depletion ,Depreciation/Depletion,3888.46,,,2024,Interim
Non- Cash Items ,Non-CashItems,2316.86,,,2024,Interim
Changesin Working Capital ,ChangesinWorkingCapital,-1102.48,,,2024,Interim
Cashfrom Operating Activities ,CashfromOperatingActivities,15196.57,,,2024,Interim
Capital Expenditures ,CapitalExpenditures,-7416.30,,,2024,Interim
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,469.75,,,2024,Interim
Cashfrom Investing Activities ,CashfromInvestingActivities,-6946.55,,,2024,Interim
Financing Cash Flow Items ,FinancingCashFlowItems,-2779.03,,,2024,Interim
Total Cash Dividends Paid ,TotalCashDividendsPaid,-1079.68,,,2024,Interim
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,235.16,,,2024,Interim
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-4176.56,,,2024,Interim
Cashfrom Financing Activities ,CashfromFinancingActivities,-7800.11,,,2024,Interim
Net Changein Cash ,NetChangeinCash,449.91,,,2024,Interim
Cash Interest Paid ,CashInterestPaid,2808.51,,,2024,Interim
Cash Taxes Paid ,CashTaxesPaid,1271.92,,,2024,Interim
period Length ,periodLength,12,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
