displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,774.78,,,2024,Annual
Cash Equivalents ,CashEquivalents,800.95,,,2024,Annual
Short Term Investments ,ShortTermInvestments,3294.92,,,2024,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,4870.65,,,2024,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,3962.07,,,2024,Annual
Total Receivables Net ,TotalReceivablesNet,8252.99,,,2024,Annual
Total Inventory ,TotalInventory,437.51,,,2024,Annual
Prepaid Expenses ,PrepaidExpenses,193.17,,,2024,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,3718.04,,,2024,Annual
Total Current Assets ,TotalCurrentAssets,17472.36,,,2024,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,82328.59,,,2024,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-15779.56,,,2024,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,66549.03,,,2024,Annual
Goodwill Net ,GoodwillNet,6906.93,,,2024,Annual
Intangibles Net ,IntangiblesNet,11282.64,,,2024,Annual
Long Term Investments ,LongTermInvestments,6495.70,,,2024,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,7797.86,,,2024,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,2413.35,,,2024,Annual
Total Assets ,TotalAssets,118917.87,,,2024,Annual
Accounts Payable ,AccountsPayable,4217.88,,,2024,Annual
Accrued Expenses ,AccruedExpenses,609.55,,,2024,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,928.31,,,2024,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,7759.19,,,2024,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,2948.01,,,2024,Annual
Total Current Liabilities ,TotalCurrentLiabilities,16462.94,,,2024,Annual
Long Term Debt ,LongTermDebt,37662.93,,,2024,Annual
Capital Lease Obligations ,CapitalLeaseObligations,2953.28,,,2024,Annual
Total Long Term Debt ,TotalLongTermDebt,40616.21,,,2024,Annual
Total Debt ,TotalDebt,49303.71,,,2024,Annual
Deferred Income Tax ,DeferredIncomeTax,4169.87,,,2024,Annual
Minority Interest ,MinorityInterest,1598.23,,,2024,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,3125.85,,,2024,Annual
Total Liabilities ,TotalLiabilities,65973.10,,,2024,Annual
Redeemable Preferred Stock Total ,RedeemablePreferredStockTotal,166.53,,,2024,Annual
Common Stock Total ,CommonStockTotal,432.03,,,2024,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,9747.36,,,2024,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),43161.22,,,2024,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),281.78,,,2024,Annual
Other Equity Total ,OtherEquityTotal,-844.15,,,2024,Annual
Total Equity ,TotalEquity,52944.77,,,2024,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,118917.87,,,2024,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,216.01,,,2024,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,160.12,,,2024,Annual
period Length ,periodLength,0.00,,,2024,Annual
