displayName,key,value
Return on average equity - 5 year average,returnOnAverageEquity5YearAverage,16.26
Net Income/employee - trailing 12 month,netIncomePerEmployeeTrailing12Month,35475500.00
Revenue/employee - most recent fiscal year,revenuePerEmployeeMostRecentFiscalYear,100961800.00
Return on investment - most recent fiscal year,returnOnInvestmentMostRecentFiscalYear,10.40
Return on average assets - most recent fiscal year,returnOnAverageAssetsMostRecenFiscalYear,8.70
Receivables turnover - most recent fiscal year,receivablesTurnoverMostRecentFiscalYear,6.69
Return on investment - trailing 12 month,returnOnInvestmentTrailing12Month,10.40
Return on average assets - trailing 12 month,returnOnAverageAssetsTrailing12Month,8.70
Inventory turnover - most recent fiscal year,inventoryTurnoverMostRecentFiscalYear,16.26
Inventory turnover - trailing 12 month,inventoryTurnoverTrailing12Month),16.82
Revenue/employee - trailing 12 month,revenuePerEmployeeTrailing12Month,97739990.00
Return on average assets - 5 year average,returnOnAverageAssets5YearAverage,6.90
Net Income/employee - most recent fiscal year,netIncomePerEmployeeMostRecentFiscalYear,36644890.00
Return on average equity - trailing 12 month,returnOnAverageEquityTrailing12Month,19.23
Receivables turnover - trailing 12 month,receivablesTurnoverTrailing12Month,7.53
Asset turnover - most recent fiscal year,assetTurnoverMostRecentFiscalYear,0.24
Asset turnover - trailing 12 month,assetTurnoverTrailing12Month,0.24
Return on average equity - most recent fiscal year,returnOnAverageEquityMostRecentFiscalYear),19.28
Return on investment - 5 year average,returnOnInvestment5YearAverage,7.97
