displayName,key,value
Operating margin - trailing 12 month,operatingMarginTrailing12Month,47.24
Gross Margin - 5 year average,grossMargin5YearAverage,73.92
Operating margin - 1st historical fiscal year,operatingMargin1stHistoricalFiscalYear),47.24
Operating Margin - 5 year average,operatingMargin5YearAverage,43.70
Net Profit Margin % - 1st historical fiscal year,netProfitMarginPercent1stHistoricalFiscalYear,36.30
Gross Margin - 1st historical fiscal year,grossMargin1stHistoricalFiscalYear,74.41
Net Profit Margin % - trailing 12 month,netProfitMarginPercentTrailing12Month,36.30
Net Profit Margin - 5 year average,netProfitMargin5YearAverage,32.51
Pretax Margin - 5 year average,pretaxMargin5YearAverage,37.72
"Free Operating Cash Flow/Revenue, TTM",freeOperatingCashFlowPerRevenueTTM,30.02
Pretax margin - 1st historical fiscal year,pretaxMargin1stHistoricalFiscalYear,42.75
Pretax margin - trailing 12 month,pretaxMarginTrailing12Month,42.75
"Free Operating Cash Flow/Revenue, 5 Year Average",freeOperatingCashFlowPerRevenue5YearAverage,28.79
Gross Margin - trailing 12 month,grossMarginTrailing12Month,73.52
