displayName,key,value
"P/E excluding extraordinary items, most recent fiscal year",pPerEExcludingExtraordinaryItemsMostRecentFiscalYear,28.37
"Current Dividend Yield - Common Stock Primary Issue, LTM",currentDividendYieldCommonStockPrimaryIssueLTM,0.48
Price to Book - most recent fiscal year,priceToBookMostRecentFiscalYear,5.05
Price to Free Cash Flow per Share - trailing 12 months,priceToFreeCashFlowPerShareTrailing12Months,34.40
P/E Basic excluding extraordinary items - TTM,pPerEBasicExcludingExtraordinaryItemsTTM,23.04
P/E including extraordinary items - TTM,pPerEIncludingExtraordinaryItemsTTM,28.37
"P/E excluding extraordinary items low, trailing 12 months",pPerEExcludingExtraordinaryItemsLowTrailing12Months,18.11
Price to Tangible Book - most fiscal year,priceToTangibleBookMostFiscalYear,7.36
Dividend Yield - 5 Year Average,dividendYield5YearAverage,0.60
Price to sales - most recent fiscal year,priceToSalesMostRecentFiscalYear,10.33
"Net Debt, LFI",netDebtLFI,396245.50
Price to Tangible Book - most recent quarter,priceToTangibleBookMostRecentQuarter,7.36
Price to Book - most recent quarter,priceToBookMostRecentQuarter,5.04
Dividend Yield - indicated annual dividend divided by closing price,dividendYieldIndicatedAnnualDividendDividedByClosingprice,0.48
Price to Cash Flow per share - trailing 12 month,priceToCashFlowPerShareTrailing12Month,20.38
Peg Ratio,pegRatio,0.90
is ForCasted,isForCasted,true
Price to Free Cash Flow per Share - most recent fiscal year,priceToFreeCashFlowPerShareMostRecentFiscalYear,34.40
"P/E Normalized, most recent fiscal year",pPerENormalizedMostRecentFiscalYear,29.16
"P/E excluding extraordinary items high, trailing 12 months",pPerExcludingExtraordinaryItemsHighTrailing12Months,34.22
"P/E excluding extraordinary items, most recent fiscal year quarter",pPerEExcludingExtraordinaryItemsMostRecentFiscalYearQuarter,28.37
Price to sales - trailing 12 month,priceToSalesTrailing12Month,10.33
"Net Debt, LFY",netDebtLFY,453815.80
