displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,5.60
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,71.48
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,71.48
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,197.84
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,54.76
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,51.35
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,51.35
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,85.28
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,141.08
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,51.35
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,51.35
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,51.35
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,289.03
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,289.03
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,7.00
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,141.08
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,49.96
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,197.84
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,7.00
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,51.35
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,28.11
