Date,Volume,Delivery (%)
2024-06-06,13331499,25.0
2024-06-07,6155303,28.0
2024-06-10,5383553,32.0
2024-06-11,4275419,40.0
2024-06-12,3387820,41.0
2024-06-13,3150113,40.0
2024-06-14,5895925,36.0
2024-06-18,5845771,40.0
2024-06-19,4638495,49.0
2024-06-20,5384185,29.0
2024-06-21,26321037,69.0
2024-06-24,3318151,33.0
2024-06-25,3501585,45.0
2024-06-26,3331598,44.0
2024-06-27,8135841,
2024-06-28,11837856,67.0
2024-07-01,3692153,44.0
2024-07-02,5644533,63.0
2024-07-03,4577010,51.0
2024-07-04,3248079,37.0
2024-07-05,2197477,37.0
2024-07-08,2301995,41.0
2024-07-09,2440286,43.0
2024-07-10,2162861,25.0
2024-07-11,1827514,33.0
2024-07-12,2219900,44.0
2024-07-15,1977316,41.0
2024-07-16,2244690,47.0
2024-07-18,3339458,47.0
2024-07-19,2639282,50.0
2024-07-22,1784554,44.0
2024-07-23,6219997,35.0
2024-07-24,2372760,47.0
2024-07-25,2296507,38.0
2024-07-26,4927888,43.0
2024-07-29,1994725,43.0
2024-07-30,2881450,51.0
2024-07-31,2700629,41.0
2024-08-01,7488981,25.0
2024-08-02,4539275,21.0
2024-08-05,7399501,43.0
2024-08-06,3279247,36.0
2024-08-07,2388013,36.0
2024-08-08,2644025,35.0
2024-08-09,1570556,38.0
2024-08-12,9688565,26.0
2024-08-13,2688622,36.0
2024-08-14,2885709,32.0
2024-08-16,2149688,32.0
2024-08-19,1486695,39.0
2024-08-20,1019603,36.0
2024-08-21,1589396,41.0
2024-08-22,1489844,44.0
2024-08-23,1307856,38.0
2024-08-26,1115107,52.0
2024-08-27,943522,44.0
2024-08-28,1251581,53.0
2024-08-29,3501017,53.0
2024-08-30,2085836,47.0
2024-09-02,2216047,47.0
2024-09-03,951822,43.0
2024-09-04,1206413,46.0
2024-09-05,1028025,49.0
2024-09-06,3484838,47.0
2024-09-09,1668103,37.0
2024-09-10,1577303,42.0
2024-09-11,2418956,67.0
2024-09-12,4115712,30.0
2024-09-13,1832004,37.0
2024-09-16,1715956,59.0
2024-09-17,1359814,48.0
2024-09-18,1531605,39.0
2024-09-19,2136730,41.0
2024-09-20,4836639,45.0
2024-09-23,1188850,39.0
2024-09-24,1571926,47.0
2024-09-25,1251987,40.0
2024-09-26,2179551,54.0
2024-09-27,2787938,55.0
2024-09-30,2082388,56.0
2024-10-01,1740043,47.0
2024-10-03,4045316,63.0
2024-10-04,2749878,34.0
2024-10-07,4653435,48.0
2024-10-08,3102154,37.0
2024-10-09,1583949,32.0
2024-10-10,1660070,31.0
2024-10-11,1309011,39.0
2024-10-14,796085,34.0
2024-10-15,1052600,50.0
2024-10-16,1480909,45.0
2024-10-17,1439270,50.0
2024-10-18,1392435,33.0
2024-10-21,1673470,52.0
2024-10-22,2499458,55.0
2024-10-23,2022809,49.0
2024-10-24,1186869,42.0
2024-10-25,2193410,44.0
2024-10-28,2199532,45.0
2024-10-29,4242198,37.0
2024-10-30,2685442,28.0
2024-10-31,2010684,47.0
2024-11-01,277128,34.0
2024-11-04,1771057,37.0
2024-11-05,4966239,36.0
2024-11-06,3747688,34.0
2024-11-07,1367771,39.0
2024-11-08,1507569,35.0
2024-11-11,1331003,38.0
2024-11-12,1064102,35.0
2024-11-13,1493784,40.0
2024-11-14,3085532,51.0
2024-11-18,1492176,42.0
2024-11-19,2682725,49.0
2024-11-21,48310127,36.0
2024-11-22,28671483,30.0
2024-11-25,11105376,44.0
2024-11-26,6069758,25.0
2024-11-27,25514717,25.0
2024-11-28,17098218,32.0
2024-11-29,9905213,32.0
2024-12-02,7211370,29.0
2024-12-03,17373518,24.0
2024-12-04,5278654,33.0
2024-12-05,4614102,29.0
2024-12-06,2368794,33.0
2024-12-09,3051211,37.0
2024-12-10,2480102,46.0
2024-12-11,2684502,41.0
2024-12-12,5649340,22.0
2024-12-13,3051864,25.0
2024-12-16,1435653,33.0
2024-12-17,2827083,41.0
2024-12-18,2050092,39.0
2024-12-19,1701825,31.0
2024-12-20,3276650,38.0
2024-12-23,1588847,39.0
2024-12-24,1496419,36.0
2024-12-26,4062636,26.0
2024-12-27,2689284,41.0
2024-12-30,8487056,59.0
2024-12-31,1837404,36.0
2025-01-01,2005457,24.0
2025-01-02,3880603,59.0
2025-01-03,3191905,35.0
2025-01-06,2354821,41.0
2025-01-07,2097342,39.0
2025-01-08,3044964,41.0
2025-01-09,2023093,39.0
2025-01-10,1984295,32.0
2025-01-13,2362922,40.0
2025-01-14,6682574,30.0
2025-01-15,3303959,41.0
2025-01-16,4162556,33.0
2025-01-17,2623691,30.0
2025-01-20,1363478,32.0
2025-01-21,3454997,37.0
2025-01-22,1972760,36.0
2025-01-23,2072217,37.0
2025-01-24,2480955,41.0
2025-01-27,2436309,45.0
2025-01-28,2530614,35.0
2025-01-29,4679031,60.0
2025-01-30,14825803,30.0
2025-01-31,4817295,42.0
2025-02-01,5308570,23.0
2025-02-03,4120500,41.0
2025-02-04,4201472,46.0
2025-02-05,3181599,39.0
2025-02-06,6362081,62.0
2025-02-07,4153703,53.0
2025-02-10,2515723,47.0
2025-02-11,5100433,40.0
2025-02-12,3041558,32.0
2025-02-13,3952900,47.0
2025-02-14,4867111,30.0
2025-02-17,2712610,35.0
2025-02-18,1773157,36.0
2025-02-19,1902645,28.0
2025-02-20,3878983,49.0
2025-02-21,2540937,45.0
2025-02-24,1722689,39.0
2025-02-25,1867770,32.0
2025-02-27,1918416,49.0
2025-02-28,2928956,52.0
2025-03-03,2405812,38.0
2025-03-04,1872752,47.0
2025-03-05,3988534,44.0
2025-03-06,4173498,37.0
2025-03-07,2290394,34.0
2025-03-10,2491331,40.0
2025-03-11,2473468,48.0
2025-03-12,2976686,46.0
2025-03-13,1398182,32.0
2025-03-17,1539268,33.0
2025-03-18,2006490,41.0
2025-03-19,2491297,41.0
2025-03-20,2033171,48.0
2025-03-21,3189948,56.0
2025-03-24,2286058,55.0
2025-03-25,2218941,39.0
2025-03-26,1933445,50.0
2025-03-27,2155673,45.0
2025-03-28,1957075,47.0
2025-04-01,1671112,33.0
2025-04-02,1283165,43.0
2025-04-03,1436162,31.0
2025-04-04,1977887,38.0
2025-04-07,2461593,31.0
2025-04-08,2629132,24.0
2025-04-09,1637611,43.0
2025-04-11,3674094,49.0
2025-04-15,3297676,49.0
2025-04-16,2052263,41.0
2025-04-17,4437744,42.0
2025-04-21,6465649,31.0
2025-04-22,3112246,47.0
2025-04-23,2669170,43.0
2025-04-24,2189647,55.0
2025-04-25,3960591,47.0
2025-04-28,2740987,44.0
2025-04-29,2564297,45.0
2025-04-30,1960287,42.0
2025-05-02,13315702,26.0
2025-05-05,15455896,23.0
2025-05-06,3854199,31.0
2025-05-07,3417117,35.0
2025-05-08,5354663,48.0
2025-05-09,3163680,33.0
2025-05-12,3944224,46.0
2025-05-13,3640068,37.0
2025-05-14,1698112,43.0
2025-05-15,3894773,44.0
2025-05-16,2996857,
2025-05-19,1379814,46.0
2025-05-20,3027598,67.0
2025-05-21,2040950,54.0
2025-05-22,3311968,39.0
2025-05-23,1860506,50.0
2025-05-26,1097628,45.0
2025-05-27,2709310,45.0
