displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,68208.10
Revenue - trailing 12 month,revenueTrailing12Month),275476.20
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,52725.20
EBITD - trailing 12 month,eBITDTrailing12Month,71279.00
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,52725.20
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,65.24
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,275476.20
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,52725.20
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,68208.10
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,68208.10
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,71279.00
