displayName,key,value
Operating margin - trailing 12 month,operatingMarginTrailing12Month,21.86
Gross Margin - 5 year average,grossMargin5YearAverage,60.61
Operating margin - 1st historical fiscal year,operatingMargin1stHistoricalFiscalYear),21.86
Operating Margin - 5 year average,operatingMargin5YearAverage,18.22
Net Profit Margin % - 1st historical fiscal year,netProfitMarginPercent1stHistoricalFiscalYear,19.21
Gross Margin - 1st historical fiscal year,grossMargin1stHistoricalFiscalYear,67.59
Net Profit Margin % - trailing 12 month,netProfitMarginPercentTrailing12Month,19.21
Net Profit Margin - 5 year average,netProfitMargin5YearAverage,14.74
Pretax Margin - 5 year average,pretaxMargin5YearAverage,19.95
"Free Operating Cash Flow/Revenue, TTM",freeOperatingCashFlowPerRevenueTTM,8.74
Pretax margin - 1st historical fiscal year,pretaxMargin1stHistoricalFiscalYear,24.76
Pretax margin - trailing 12 month,pretaxMarginTrailing12Month,24.76
"Free Operating Cash Flow/Revenue, 5 Year Average",freeOperatingCashFlowPerRevenue5YearAverage,9.67
Gross Margin - trailing 12 month,grossMarginTrailing12Month,67.59
