Date,Volume,Delivery (%)
2024-06-06,1649238,34.0
2024-06-07,1641604,50.0
2024-06-10,2852095,34.0
2024-06-11,1755401,52.0
2024-06-12,1613414,61.0
2024-06-13,1555918,56.0
2024-06-14,1881224,68.0
2024-06-18,2112986,66.0
2024-06-19,1911450,71.0
2024-06-20,1726021,58.0
2024-06-21,2636143,69.0
2024-06-24,1323902,41.0
2024-06-25,1271715,54.0
2024-06-26,1955086,56.0
2024-06-27,2843741,
2024-06-28,2118939,74.0
2024-07-01,1338321,60.0
2024-07-02,1210419,64.0
2024-07-03,1085633,48.0
2024-07-04,1527041,43.0
2024-07-05,2281714,36.0
2024-07-08,1561950,47.0
2024-07-09,1816821,58.0
2024-07-10,684808,48.0
2024-07-11,1335811,52.0
2024-07-12,1211742,61.0
2024-07-15,1856435,58.0
2024-07-16,977757,51.0
2024-07-18,2207222,69.0
2024-07-19,884711,54.0
2024-07-22,1397810,67.0
2024-07-23,1287498,57.0
2024-07-24,2276962,77.0
2024-07-25,2277436,62.0
2024-07-26,4810254,47.0
2024-07-29,4203204,51.0
2024-07-30,3018992,69.0
2024-07-31,1710775,53.0
2024-08-01,1552854,64.0
2024-08-02,1375453,53.0
2024-08-05,1786910,56.0
2024-08-06,1795271,61.0
2024-08-07,1394832,57.0
2024-08-08,3656545,55.0
2024-08-09,978962,51.0
2024-08-12,1776520,61.0
2024-08-13,2307940,56.0
2024-08-14,911155,45.0
2024-08-16,930809,58.0
2024-08-19,766273,60.0
2024-08-20,1430692,73.0
2024-08-21,1132406,50.0
2024-08-22,930300,52.0
2024-08-23,789500,58.0
2024-08-26,686567,48.0
2024-08-27,1599311,41.0
2024-08-28,1465772,54.0
2024-08-29,2803179,42.0
2024-08-30,3378681,60.0
2024-09-02,1343688,47.0
2024-09-03,1281371,61.0
2024-09-04,1029872,56.0
2024-09-05,1094537,59.0
2024-09-06,938089,51.0
2024-09-09,1031838,44.0
2024-09-10,1267673,67.0
2024-09-11,1266956,58.0
2024-09-12,1747032,48.0
2024-09-13,754204,55.0
2024-09-16,691185,57.0
2024-09-17,978003,61.0
2024-09-18,1094255,65.0
2024-09-19,2076968,56.0
2024-09-20,2546205,51.0
2024-09-23,1152337,47.0
2024-09-24,1498841,60.0
2024-09-25,774755,43.0
2024-09-26,2661606,49.0
2024-09-27,3952630,57.0
2024-09-30,1345961,57.0
2024-10-01,965845,48.0
2024-10-03,1556988,55.0
2024-10-04,2430199,43.0
2024-10-07,1574638,58.0
2024-10-08,1258911,56.0
2024-10-09,1710870,38.0
2024-10-10,2354551,39.0
2024-10-11,1929581,38.0
2024-10-14,2323715,57.0
2024-10-15,2234574,72.0
2024-10-16,2574155,71.0
2024-10-17,1524084,56.0
2024-10-18,1900229,65.0
2024-10-21,1311713,58.0
2024-10-22,1777558,60.0
2024-10-23,1957977,63.0
2024-10-24,1197928,54.0
2024-10-25,1204573,58.0
2024-10-28,947052,49.0
2024-10-29,3582345,29.0
2024-10-30,5230379,53.0
2024-10-31,18095561,33.0
2024-11-01,565787,25.0
2024-11-04,4367529,50.0
2024-11-05,2270543,46.0
2024-11-06,2171939,56.0
2024-11-07,1549680,56.0
2024-11-08,1754392,69.0
2024-11-11,1802187,43.0
2024-11-12,2806969,71.0
2024-11-13,1606318,62.0
2024-11-14,1493697,52.0
2024-11-18,1850157,61.0
2024-11-19,1137771,57.0
2024-11-21,1376300,47.0
2024-11-22,721058,49.0
2024-11-25,2471016,70.0
2024-11-26,888824,54.0
2024-11-27,1700426,56.0
2024-11-28,4396464,71.0
2024-11-29,3320928,46.0
2024-12-02,5469661,70.0
2024-12-03,2001189,46.0
2024-12-04,3277712,62.0
2024-12-05,4151579,55.0
2024-12-06,3814528,72.0
2024-12-09,2188408,70.0
2024-12-10,3453459,76.0
2024-12-11,2489925,76.0
2024-12-12,2725457,63.0
2024-12-13,1418798,60.0
2024-12-16,2147682,66.0
2024-12-17,3548354,44.0
2024-12-18,2541777,51.0
2024-12-19,3493640,50.0
2024-12-20,2215719,62.0
2024-12-23,795625,37.0
2024-12-24,926647,53.0
2024-12-26,1278984,62.0
2024-12-27,1468522,54.0
2024-12-30,1518995,52.0
2024-12-31,1706805,58.0
2025-01-01,1666121,59.0
2025-01-02,1548160,63.0
2025-01-03,1613114,62.0
2025-01-06,1000861,45.0
2025-01-07,1063105,48.0
2025-01-08,1299863,55.0
2025-01-09,1010681,53.0
2025-01-10,1726800,72.0
2025-01-13,898707,58.0
2025-01-14,1051337,55.0
2025-01-15,1207639,61.0
2025-01-16,1092357,51.0
2025-01-17,667187,51.0
2025-01-20,751724,52.0
2025-01-21,850042,38.0
2025-01-22,818590,52.0
2025-01-23,1078754,63.0
2025-01-24,1638946,55.0
2025-01-27,1484251,60.0
2025-01-28,5812735,36.0
2025-01-29,3849423,49.0
2025-01-30,1838151,26.0
2025-01-31,2170293,54.0
2025-02-01,1386790,52.0
2025-02-03,1779528,57.0
2025-02-04,1910245,61.0
2025-02-05,2621046,68.0
2025-02-06,2946201,48.0
2025-02-07,1470661,55.0
2025-02-10,1320422,51.0
2025-02-11,1947977,69.0
2025-02-12,1801867,60.0
2025-02-13,1927896,38.0
2025-02-14,1757738,56.0
2025-02-17,1139118,48.0
2025-02-18,980336,58.0
2025-02-19,1238524,40.0
2025-02-20,1695229,75.0
2025-02-21,1437713,35.0
2025-02-24,1414848,59.0
2025-02-25,999067,62.0
2025-02-27,1293810,64.0
2025-02-28,3372216,71.0
2025-03-03,873274,58.0
2025-03-04,1466452,70.0
2025-03-05,2205380,65.0
2025-03-06,1544141,50.0
2025-03-07,720558,49.0
2025-03-10,925335,62.0
2025-03-11,1244050,67.0
2025-03-12,1272395,64.0
2025-03-13,815382,63.0
2025-03-17,1354508,48.0
2025-03-18,1605544,64.0
2025-03-19,1039607,64.0
2025-03-20,992738,49.0
2025-03-21,2881397,69.0
2025-03-24,837853,53.0
2025-03-25,1111988,69.0
2025-03-26,1389694,62.0
2025-03-27,1865532,60.0
2025-03-28,1555702,50.0
2025-04-01,1090831,51.0
2025-04-02,1069314,58.0
2025-04-03,3605450,50.0
2025-04-04,2820525,51.0
2025-04-07,1731934,50.0
2025-04-08,1349384,53.0
2025-04-09,1754684,56.0
2025-04-11,2405053,46.0
2025-04-15,1758925,61.0
2025-04-16,1037445,52.0
2025-04-17,1252923,53.0
2025-04-21,609769,40.0
2025-04-22,994330,50.0
2025-04-23,874115,58.0
2025-04-24,1611161,48.0
