displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,3675.39,,,2022,Annual
Depreciation/ Depletion ,Depreciation/Depletion,1051.95,,,2022,Annual
Non- Cash Items ,Non-CashItems,-84.48,,,2022,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-1316.96,,,2022,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,3325.90,,,2022,Annual
Capital Expenditures ,CapitalExpenditures,-701.15,,,2022,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-1170.73,,,2022,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-1871.88,,,2022,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-95.41,,,2022,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-403.35,,,2022,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,-2.70,,,2022,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-1098.33,,,2022,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-1599.79,,,2022,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,13.45,,,2022,Annual
Net Changein Cash ,NetChangeinCash,-132.32,,,2022,Annual
Cash Interest Paid ,CashInterestPaid,75.66,,,2022,Annual
Cash Taxes Paid ,CashTaxesPaid,1139.50,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
