displayName,key,value
"P/E excluding extraordinary items, most recent fiscal year",pPerEExcludingExtraordinaryItemsMostRecentFiscalYear,22.84
"Current Dividend Yield - Common Stock Primary Issue, LTM",currentDividendYieldCommonStockPrimaryIssueLTM,0.87
Price to Book - most recent fiscal year,priceToBookMostRecentFiscalYear,3.86
Price to Free Cash Flow per Share - trailing 12 months,priceToFreeCashFlowPerShareTrailing12Months,49.99
P/E Basic excluding extraordinary items - TTM,pPerEBasicExcludingExtraordinaryItemsTTM,22.09
P/E including extraordinary items - TTM,pPerEIncludingExtraordinaryItemsTTM,22.84
"P/E excluding extraordinary items low, trailing 12 months",pPerEExcludingExtraordinaryItemsLowTrailing12Months,22.11
Price to Tangible Book - most fiscal year,priceToTangibleBookMostFiscalYear,4.59
Dividend Yield - 5 Year Average,dividendYield5YearAverage,0.78
Price to sales - most recent fiscal year,priceToSalesMostRecentFiscalYear,4.37
"Net Debt, LFI",netDebtLFI,-105917.80
Price to Tangible Book - most recent quarter,priceToTangibleBookMostRecentQuarter,4.59
Price to Book - most recent quarter,priceToBookMostRecentQuarter,3.86
Dividend Yield - indicated annual dividend divided by closing price,dividendYieldIndicatedAnnualDividendDividedByClosingprice,0.87
Price to Cash Flow per share - trailing 12 month,priceToCashFlowPerShareTrailing12Month,18.81
Peg Ratio,pegRatio,0.82
is ForCasted,isForCasted,true
Price to Free Cash Flow per Share - most recent fiscal year,priceToFreeCashFlowPerShareMostRecentFiscalYear,49.99
"P/E Normalized, most recent fiscal year",pPerENormalizedMostRecentFiscalYear,22.84
"P/E excluding extraordinary items high, trailing 12 months",pPerExcludingExtraordinaryItemsHighTrailing12Months,35.09
"P/E excluding extraordinary items, most recent fiscal year quarter",pPerEExcludingExtraordinaryItemsMostRecentFiscalYearQuarter,22.84
Price to sales - trailing 12 month,priceToSalesTrailing12Month,4.37
"Net Debt, LFY",netDebtLFY,-105917.80
