displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,7841.98,,,2023,Annual
Depreciation/ Depletion ,Depreciation/Depletion,285.85,,,2023,Annual
Non- Cash Items ,Non-CashItems,-1519.01,,,2023,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-1331.40,,,2023,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,5277.42,,,2023,Annual
Capital Expenditures ,CapitalExpenditures,-1110.20,,,2023,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,2309.72,,,2023,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,1199.52,,,2023,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-39.86,,,2023,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-4046.96,,,2023,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,-3093.88,,,2023,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-7180.70,,,2023,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,11.69,,,2023,Annual
Net Changein Cash ,NetChangeinCash,-692.07,,,2023,Annual
Cash Interest Paid ,CashInterestPaid,38.05,,,2023,Annual
Cash Taxes Paid ,CashTaxesPaid,1918.52,,,2023,Annual
period Length ,periodLength,12,,,2023,Annual
period Type ,periodType,Months,,,2023,Annual
