displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,241.62,,,2023,Annual
Short Term Investments ,ShortTermInvestments,4963.88,,,2023,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,5205.50,,,2023,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,1926.93,,,2023,Annual
Total Receivables Net ,TotalReceivablesNet,2764.21,,,2023,Annual
Total Inventory ,TotalInventory,1563.55,,,2023,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,117.14,,,2023,Annual
Total Current Assets ,TotalCurrentAssets,9650.40,,,2023,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,5433.83,,,2023,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-2672.31,,,2023,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,2846.79,,,2023,Annual
Intangibles Net ,IntangiblesNet,30.70,,,2023,Annual
Long Term Investments ,LongTermInvestments,21651.60,,,2023,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,912.95,,,2023,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,44.01,,,2023,Annual
Total Assets ,TotalAssets,35136.45,,,2023,Annual
Accounts Payable ,AccountsPayable,4121.18,,,2023,Annual
Accrued Expenses ,AccruedExpenses,312.39,,,2023,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,0.00,,,2023,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,837.17,,,2023,Annual
Total Current Liabilities ,TotalCurrentLiabilities,5270.74,,,2023,Annual
Total Long Term Debt ,TotalLongTermDebt,0.00,,,2023,Annual
Total Debt ,TotalDebt,0.00,,,2023,Annual
Deferred Income Tax ,DeferredIncomeTax,345.15,,,2023,Annual
Minority Interest ,MinorityInterest,0.01,,,2023,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,159.01,,,2023,Annual
Total Liabilities ,TotalLiabilities,5774.91,,,2023,Annual
Common Stock Total ,CommonStockTotal,282.96,,,2023,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),27452.67,,,2023,Annual
Treasury Stock- Common ,TreasuryStock-Common,-63.73,,,2023,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),927.13,,,2023,Annual
Other Equity Total ,OtherEquityTotal,762.51,,,2023,Annual
Total Equity ,TotalEquity,29361.54,,,2023,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,35136.45,,,2023,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,28.30,,,2023,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,1036.58,,,2023,Annual
period Length ,periodLength,0.00,,,2023,Annual
