displayName,key,value
Return on average equity - 5 year average,returnOnAverageEquity5YearAverage,22.47
Net Income/employee - trailing 12 month,netIncomePerEmployeeTrailing12Month,
Revenue/employee - most recent fiscal year,revenuePerEmployeeMostRecentFiscalYear,
Return on investment - most recent fiscal year,returnOnInvestmentMostRecentFiscalYear,20.68
Return on average assets - most recent fiscal year,returnOnAverageAssetsMostRecenFiscalYear,16.11
Receivables turnover - most recent fiscal year,receivablesTurnoverMostRecentFiscalYear,24.28
Return on investment - trailing 12 month,returnOnInvestmentTrailing12Month,20.68
Return on average assets - trailing 12 month,returnOnAverageAssetsTrailing12Month,16.11
Inventory turnover - most recent fiscal year,inventoryTurnoverMostRecentFiscalYear,18.72
Inventory turnover - trailing 12 month,inventoryTurnoverTrailing12Month),18.72
Revenue/employee - trailing 12 month,revenuePerEmployeeTrailing12Month,
Return on average assets - 5 year average,returnOnAverageAssets5YearAverage,17.61
Net Income/employee - most recent fiscal year,netIncomePerEmployeeMostRecentFiscalYear,
Return on average equity - trailing 12 month,returnOnAverageEquityTrailing12Month,23.49
Receivables turnover - trailing 12 month,receivablesTurnoverTrailing12Month,24.28
Asset turnover - most recent fiscal year,assetTurnoverMostRecentFiscalYear,1.09
Asset turnover - trailing 12 month,assetTurnoverTrailing12Month,1.09
Return on average equity - most recent fiscal year,returnOnAverageEquityMostRecentFiscalYear),23.49
Return on investment - 5 year average,returnOnInvestment5YearAverage,21.42
