displayName,key,value
Operating margin - trailing 12 month,operatingMarginTrailing12Month,19.71
Gross Margin - 5 year average,grossMargin5YearAverage,27.36
Operating margin - 1st historical fiscal year,operatingMargin1stHistoricalFiscalYear),19.71
Operating Margin - 5 year average,operatingMargin5YearAverage,17.61
Net Profit Margin % - 1st historical fiscal year,netProfitMarginPercent1stHistoricalFiscalYear,14.78
Gross Margin - 1st historical fiscal year,grossMargin1stHistoricalFiscalYear,30.86
Net Profit Margin % - trailing 12 month,netProfitMarginPercentTrailing12Month,14.78
Net Profit Margin - 5 year average,netProfitMargin5YearAverage,16.78
Pretax Margin - 5 year average,pretaxMargin5YearAverage,21.80
"Free Operating Cash Flow/Revenue, TTM",freeOperatingCashFlowPerRevenueTTM,-8.85
Pretax margin - 1st historical fiscal year,pretaxMargin1stHistoricalFiscalYear,20.05
Pretax margin - trailing 12 month,pretaxMarginTrailing12Month,20.05
"Free Operating Cash Flow/Revenue, 5 Year Average",freeOperatingCashFlowPerRevenue5YearAverage,-0.04
Gross Margin - trailing 12 month,grossMarginTrailing12Month,30.86
