displayName,key,value
Net Interest coverage - most recent fiscal year,netInterestCoverageMostRecentFiscalYear,7.71
"Current EV/Free Cash Flow, LTM",currentEVPerFreeCashFlowLTM,
Free Cash Flow - trailing 12 month,freeCashFlowtrailing12Month,-45147.30
Total debt/total equity - most recent quarter,totalDebtPerTotalEquityMostRecentQuarter,0.26
Free Cash Flow - most recent fiscal year,freeCashFlowMostRecentFiscalYear,-45147.30
LT debt/equity - most recent fiscal year,ltDebtPerEquityMostRecentFiscalYear),0.17
Quick ratio - most recent fiscal year,quickRatioMostRecentFiscalYear,1.50
Quick ratio - most recent quarter,quickRatioMostRecentQuarter,1.50
Payout ratio - trailing 12 month,payoutRatioTrailing12Month,77.79
Current ratio - most recent fiscal year,currentRatioMostRecentFiscalYear,1.68
"Current EV/Free Cash Flow, LFY",currentEVPerFreeCashFlowLFY,49.00
LT debt/equity - most recent quarter,lTDebtPerEquityMostRecentQuarter,0.17
Total debt/total equity - most recent fiscal year,totalDebtPerTotalEquityMostRecentFiscalYear,0.26
Net Interest coverage - trailing 12 month,netInterestCoverageTrailing12Month,7.71
Current ratio - most recent quarter,currentRatioMostRecentQuarter,1.68
Payout ratio - most recent fiscal year,payoutRatioMostRecentFiscalYear,77.79
