Age,CurrencyCode,Mean,High,Low,Median,StandardDeviation,SmartEstimate,NumEstimates
OneWeekAgo,INR,339,369,319,334,12,332,13
ThirtyDaysAgo,INR,341,369,319,342,12,334,13
SixtyDaysAgo,INR,348,369,329,347,11,346,13
NinetyDaysAgo,INR,348,369,329,347,11,346,13
OneWeekAgo,INR,386,434,361,374,23,374,11
ThirtyDaysAgo,INR,390,434,361,390,22,377,11
SixtyDaysAgo,INR,401,434,369,394,20,399,11
NinetyDaysAgo,INR,401,434,369,394,20,400,11
OneWeekAgo,INR,422,422,422,422,0,422,1
