displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,285.40,,,2020,Annual
Cash Equivalents ,CashEquivalents,0.00,,,2020,Annual
Short Term Investments ,ShortTermInvestments,2779.75,,,2020,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,3065.15,,,2020,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,1763.79,,,2020,Annual
Total Receivables Net ,TotalReceivablesNet,2398.70,,,2020,Annual
Total Inventory ,TotalInventory,1063.50,,,2020,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,88.67,,,2020,Annual
Total Current Assets ,TotalCurrentAssets,6616.02,,,2020,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,4021.28,,,2020,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-2419.25,,,2020,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,1648.57,,,2020,Annual
Intangibles Net ,IntangiblesNet,56.74,,,2020,Annual
Long Term Investments ,LongTermInvestments,17187.75,,,2020,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,988.11,,,2020,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,12.83,,,2020,Annual
Total Assets ,TotalAssets,26510.02,,,2020,Annual
Accounts Payable ,AccountsPayable,3199.82,,,2020,Annual
Accrued Expenses ,AccruedExpenses,253.20,,,2020,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,0.00,,,2020,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,800.31,,,2020,Annual
Total Current Liabilities ,TotalCurrentLiabilities,4253.33,,,2020,Annual
Total Long Term Debt ,TotalLongTermDebt,0.00,,,2020,Annual
Total Debt ,TotalDebt,0.00,,,2020,Annual
Deferred Income Tax ,DeferredIncomeTax,346.38,,,2020,Annual
Minority Interest ,MinorityInterest,0.01,,,2020,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,248.22,,,2020,Annual
Total Liabilities ,TotalLiabilities,4847.94,,,2020,Annual
Common Stock Total ,CommonStockTotal,289.37,,,2020,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),21447.02,,,2020,Annual
Treasury Stock- Common ,TreasuryStock-Common,-26.62,,,2020,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),-413.13,,,2020,Annual
Other Equity Total ,OtherEquityTotal,365.44,,,2020,Annual
Total Equity ,TotalEquity,21662.08,,,2020,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,26510.02,,,2020,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,28.94,,,2020,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,746.64,,,2020,Annual
period Length ,periodLength,0.00,,,2020,Annual
