displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,2331.53,,,2025,Annual
Cash Equivalents ,CashEquivalents,516.07,,,2025,Annual
Short Term Investments ,ShortTermInvestments,8069.75,,,2025,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,10917.35,,,2025,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,2125.22,,,2025,Annual
Total Receivables Net ,TotalReceivablesNet,5590.41,,,2025,Annual
Total Inventory ,TotalInventory,2077.36,,,2025,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,860.81,,,2025,Annual
Total Current Assets ,TotalCurrentAssets,19445.93,,,2025,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,3617.94,,,2025,Annual
Intangibles Net ,IntangiblesNet,71.67,,,2025,Annual
Long Term Investments ,LongTermInvestments,23184.46,,,2025,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,7702.87,,,2025,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,175.74,,,2025,Annual
Total Assets ,TotalAssets,54198.61,,,2025,Annual
Accounts Payable ,AccountsPayable,6372.71,,,2025,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,3153.78,,,2025,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,2057.32,,,2025,Annual
Total Current Liabilities ,TotalCurrentLiabilities,11583.81,,,2025,Annual
Long Term Debt ,LongTermDebt,6082.74,,,2025,Annual
Total Long Term Debt ,TotalLongTermDebt,6082.74,,,2025,Annual
Total Debt ,TotalDebt,9236.52,,,2025,Annual
Deferred Income Tax ,DeferredIncomeTax,1123.03,,,2025,Annual
Minority Interest ,MinorityInterest,0.01,,,2025,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,220.28,,,2025,Annual
Total Liabilities ,TotalLiabilities,19009.87,,,2025,Annual
Common Stock Total ,CommonStockTotal,279.26,,,2025,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),34909.48,,,2025,Annual
Total Equity ,TotalEquity,35188.74,,,2025,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,54198.61,,,2025,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,27.91,,,2025,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,1258.05,,,2025,Annual
period Length ,periodLength,0.00,,,2025,Annual
