displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,560.45,,,2024,Annual
Cash Equivalents ,CashEquivalents,1476.83,,,2024,Annual
Short Term Investments ,ShortTermInvestments,5141.75,,,2024,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,7179.03,,,2024,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,2075.53,,,2024,Annual
Total Receivables Net ,TotalReceivablesNet,2283.45,,,2024,Annual
Total Inventory ,TotalInventory,1688.75,,,2024,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,695.78,,,2024,Annual
Total Current Assets ,TotalCurrentAssets,11847.01,,,2024,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,3175.69,,,2024,Annual
Intangibles Net ,IntangiblesNet,27.88,,,2024,Annual
Long Term Investments ,LongTermInvestments,22691.85,,,2024,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,1487.01,,,2024,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,136.24,,,2024,Annual
Total Assets ,TotalAssets,39365.68,,,2024,Annual
Accounts Payable ,AccountsPayable,5580.82,,,2024,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,1152.57,,,2024,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,2366.02,,,2024,Annual
Total Current Liabilities ,TotalCurrentLiabilities,9099.41,,,2024,Annual
Long Term Debt ,LongTermDebt,633.33,,,2024,Annual
Total Long Term Debt ,TotalLongTermDebt,633.33,,,2024,Annual
Total Debt ,TotalDebt,1785.90,,,2024,Annual
Deferred Income Tax ,DeferredIncomeTax,506.94,,,2024,Annual
Minority Interest ,MinorityInterest,0.01,,,2024,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,163.58,,,2024,Annual
Total Liabilities ,TotalLiabilities,10403.27,,,2024,Annual
Common Stock Total ,CommonStockTotal,279.18,,,2024,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),28683.23,,,2024,Annual
Total Equity ,TotalEquity,28962.41,,,2024,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,39365.68,,,2024,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,27.92,,,2024,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,1036.41,,,2024,Annual
period Length ,periodLength,0.00,,,2024,Annual
