displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,933.69,,,2022,Annual
Short Term Investments ,ShortTermInvestments,4969.13,,,2022,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,5902.82,,,2022,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,1657.96,,,2022,Annual
Total Receivables Net ,TotalReceivablesNet,3087.69,,,2022,Annual
Total Inventory ,TotalInventory,1230.51,,,2022,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,144.59,,,2022,Annual
Total Current Assets ,TotalCurrentAssets,10365.61,,,2022,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,4468.71,,,2022,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-2709.11,,,2022,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,1836.81,,,2022,Annual
Intangibles Net ,IntangiblesNet,25.32,,,2022,Annual
Long Term Investments ,LongTermInvestments,21709.49,,,2022,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,1120.59,,,2022,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,53.39,,,2022,Annual
Total Assets ,TotalAssets,35111.21,,,2022,Annual
Accounts Payable ,AccountsPayable,3632.15,,,2022,Annual
Accrued Expenses ,AccruedExpenses,307.65,,,2022,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,0.00,,,2022,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,748.70,,,2022,Annual
Total Current Liabilities ,TotalCurrentLiabilities,4688.50,,,2022,Annual
Total Long Term Debt ,TotalLongTermDebt,0.00,,,2022,Annual
Total Debt ,TotalDebt,0.00,,,2022,Annual
Deferred Income Tax ,DeferredIncomeTax,402.68,,,2022,Annual
Minority Interest ,MinorityInterest,0.01,,,2022,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,160.37,,,2022,Annual
Total Liabilities ,TotalLiabilities,5251.56,,,2022,Annual
Common Stock Total ,CommonStockTotal,289.37,,,2022,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),28492.53,,,2022,Annual
Treasury Stock- Common ,TreasuryStock-Common,-69.51,,,2022,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),626.41,,,2022,Annual
Other Equity Total ,OtherEquityTotal,520.85,,,2022,Annual
Total Equity ,TotalEquity,29859.65,,,2022,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,35111.21,,,2022,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,28.94,,,2022,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,1031.02,,,2022,Annual
period Length ,periodLength,0.00,,,2022,Annual
