displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,9637.42,,,2020,Annual
Total Revenue ,TotalRevenue,9637.42,,,2020,Annual
Costof Revenue Total ,CostofRevenueTotal,5681.43,,,2020,Annual
Gross Profit ,GrossProfit,3955.99,,,2020,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,2234.52,,,2020,Annual
Depreciation/ Amortization ,Depreciation/Amortization,240.80,,,2020,Annual
Interest Exp( Inc) Net- Operating Total ,InterestExp(Inc)Net-OperatingTotal,0.91,,,2020,Annual
Unusual Expense( Income) ,UnusualExpense(Income),274.79,,,2020,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,429.32,,,2020,Annual
Total Operating Expense ,TotalOperatingExpense,8861.77,,,2020,Annual
Operating Income ,OperatingIncome,775.65,,,2020,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,15.99,,,2020,Annual
Other Net ,OtherNet,17.74,,,2020,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,809.38,,,2020,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,274.19,,,2020,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,535.19,,,2020,Annual
Minority Interest ,MinorityInterest,-0.35,,,2020,Annual
Equity In Affiliates ,EquityInAffiliates,-75.08,,,2020,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,459.76,,,2020,Annual
Net Income ,NetIncome,459.76,,,2020,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,459.76,,,2020,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,459.76,,,2020,Annual
Diluted Net Income ,DilutedNetIncome,459.76,,,2020,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,93.30,,,2020,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,4.93,,,2020,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,2.67,,,2020,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,6.88,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
