displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,17765.50
Revenue - trailing 12 month,revenueTrailing12Month),176183.00
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,12784.70
EBITD - trailing 12 month,eBITDTrailing12Month,25993.50
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,12784.70
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,14.00
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,176183.00
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,13756.76
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,17765.50
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,19016.60
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,25993.50
