displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,13783.16,,,2023,Annual
Total Revenue ,TotalRevenue,13783.16,,,2023,Annual
Costof Revenue Total ,CostofRevenueTotal,8440.62,,,2023,Annual
Gross Profit ,GrossProfit,5342.54,,,2023,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,3025.81,,,2023,Annual
Depreciation/ Amortization ,Depreciation/Amortization,303.89,,,2023,Annual
Interest Exp( Inc) Net- Operating Total ,InterestExp(Inc)Net-OperatingTotal,-147.35,,,2023,Annual
Unusual Expense( Income) ,UnusualExpense(Income),-11.91,,,2023,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,460.26,,,2023,Annual
Total Operating Expense ,TotalOperatingExpense,12071.32,,,2023,Annual
Operating Income ,OperatingIncome,1711.84,,,2023,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,69.30,,,2023,Annual
Other Net ,OtherNet,12.42,,,2023,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,1793.56,,,2023,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,447.04,,,2023,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,1346.52,,,2023,Annual
Minority Interest ,MinorityInterest,-116.37,,,2023,Annual
Equity In Affiliates ,EquityInAffiliates,-26.38,,,2023,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,1203.77,,,2023,Annual
Net Income ,NetIncome,1203.77,,,2023,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,1203.77,,,2023,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,1203.77,,,2023,Annual
Diluted Net Income ,DilutedNetIncome,1203.77,,,2023,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,93.65,,,2023,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,12.85,,,2023,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,8.35,,,2023,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,12.76,,,2023,Annual
period Length ,periodLength,12,,,2023,Annual
period Type ,periodType,Months,,,2023,Annual
