displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,12425.37,,,2022,Annual
Total Revenue ,TotalRevenue,12425.37,,,2022,Annual
Costof Revenue Total ,CostofRevenueTotal,7450.41,,,2022,Annual
Gross Profit ,GrossProfit,4974.96,,,2022,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,2836.35,,,2022,Annual
Depreciation/ Amortization ,Depreciation/Amortization,277.40,,,2022,Annual
Interest Exp( Inc) Net- Operating Total ,InterestExp(Inc)Net-OperatingTotal,0.61,,,2022,Annual
Unusual Expense( Income) ,UnusualExpense(Income),52.06,,,2022,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,419.83,,,2022,Annual
Total Operating Expense ,TotalOperatingExpense,11036.66,,,2022,Annual
Operating Income ,OperatingIncome,1388.71,,,2022,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,44.85,,,2022,Annual
Other Net ,OtherNet,22.43,,,2022,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,1455.99,,,2022,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,377.04,,,2022,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,1078.95,,,2022,Annual
Minority Interest ,MinorityInterest,-79.38,,,2022,Annual
Equity In Affiliates ,EquityInAffiliates,-63.79,,,2022,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,935.78,,,2022,Annual
Net Income ,NetIncome,935.78,,,2022,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,935.78,,,2022,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,935.78,,,2022,Annual
Diluted Net Income ,DilutedNetIncome,935.78,,,2022,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,93.30,,,2022,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,10.03,,,2022,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,5.98,,,2022,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,10.44,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
