tickerId,companyName,remarks,boardMeetDate,purpose
S0003126,Tata Consumer Products,,2025-04-23,Audited Results & Dividend
S0003126,Tata Consumer Products,To consider other business matters.,2025-01-30,Quarterly Results & Others
S0003126,Tata Consumer Products,,2024-10-18,Quarterly Results
S0003126,Tata Consumer Products,,2024-07-30,Quarterly Results
S0003126,Tata Consumer Products,,2024-07-23,Rights issue of Equity Shares
S0003126,Tata Consumer Products,,2024-04-23,Audited Results & Final Dividend
S0003126,Tata Consumer Products,,2024-02-07,Quarterly Results
S0003126,Tata Consumer Products,"inter alia, to consider and approve fund raising by debt issue in the form of commercial papers/debentures and equity issue through Rights Issue.",2024-01-19,Others
S0003126,Tata Consumer Products,,2023-10-31,Quarterly Results
S0003126,Tata Consumer Products,,2023-07-26,Quarterly Results
S0003126,Tata Consumer Products,,2023-04-25,Audited Results & Final Dividend
S0003126,Tata Consumer Products,,2023-02-02,Quarterly Results
S0003126,Tata Consumer Products,,2022-10-20,Quarterly Results
S0003126,Tata Consumer Products,,2022-08-10,Quarterly Results
S0003126,Tata Consumer Products,,2022-05-04,Audited Results & Final Dividend
S0003126,Tata Consumer Products,,2022-03-29,Preferential issue of shares
S0003126,Tata Consumer Products,,2022-02-02,Quarterly Results
S0003126,Tata Consumer Products,,2021-10-22,Quarterly Results & ESOP
S0003126,Tata Consumer Products,,2021-08-03,Quarterly Results
S0003126,Tata Consumer Products,,2021-05-06,"Audited, Quarterly Results & F. Dividend"
S0003126,Tata Consumer Products,,2021-02-02,Quarterly Results
