displayName,key,value
Operating margin - trailing 12 month,operatingMarginTrailing12Month,10.63
Gross Margin - 5 year average,grossMargin5YearAverage,39.72
Operating margin - 1st historical fiscal year,operatingMargin1stHistoricalFiscalYear),10.63
Operating Margin - 5 year average,operatingMargin5YearAverage,11.15
Net Profit Margin % - 1st historical fiscal year,netProfitMarginPercent1stHistoricalFiscalYear,7.83
Gross Margin - 1st historical fiscal year,grossMargin1stHistoricalFiscalYear,40.46
Net Profit Margin % - trailing 12 month,netProfitMarginPercentTrailing12Month,7.83
Net Profit Margin - 5 year average,netProfitMargin5YearAverage,8.64
Pretax Margin - 5 year average,pretaxMargin5YearAverage,11.37
"Free Operating Cash Flow/Revenue, TTM",freeOperatingCashFlowPerRevenueTTM,4.89
Pretax margin - 1st historical fiscal year,pretaxMargin1stHistoricalFiscalYear,10.08
Pretax margin - trailing 12 month,pretaxMarginTrailing12Month,10.08
"Free Operating Cash Flow/Revenue, 5 Year Average",freeOperatingCashFlowPerRevenue5YearAverage,6.06
Gross Margin - trailing 12 month,grossMarginTrailing12Month,42.85
