tickerId,companyName,remarks,recordDate,xrDate,offerredInstrumentName,faceValueOfferedInstrument,ratios,dateOfAnnouncement,sortDate,rightsPremium
S0003126,Tata Consumer Products,Rights issue of equity shares of Re. 1/- in the ratio of 1:26 @ premium of Rs. 817/-.,2024-07-27,2024-07-26,Equity Share,1,1:26,2024-01-19,2024-07-26,817
