displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,15205.85,,,2024,Annual
Total Revenue ,TotalRevenue,15205.85,,,2024,Annual
Costof Revenue Total ,CostofRevenueTotal,9028.01,,,2024,Annual
Gross Profit ,GrossProfit,6177.84,,,2024,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,3325.12,,,2024,Annual
Depreciation/ Amortization ,Depreciation/Amortization,377.15,,,2024,Annual
Interest Exp( Inc) Net- Operating Total ,InterestExp(Inc)Net-OperatingTotal,0.00,,,2024,Annual
Unusual Expense( Income) ,UnusualExpense(Income),198.94,,,2024,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,636.07,,,2024,Annual
Total Operating Expense ,TotalOperatingExpense,13565.29,,,2024,Annual
Operating Income ,OperatingIncome,1640.56,,,2024,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,17.23,,,2024,Annual
Other Net ,OtherNet,37.93,,,2024,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,1695.72,,,2024,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,394.73,,,2024,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,1300.99,,,2024,Annual
Minority Interest ,MinorityInterest,-65.07,,,2024,Annual
Equity In Affiliates ,EquityInAffiliates,-85.59,,,2024,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,1150.33,,,2024,Annual
Net Income ,NetIncome,1150.33,,,2024,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,1150.33,,,2024,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,1150.33,,,2024,Annual
Diluted Net Income ,DilutedNetIncome,1150.33,,,2024,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,94.58,,,2024,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,12.16,,,2024,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,7.65,,,2024,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,13.78,,,2024,Annual
period Length ,periodLength,12,,,2024,Annual
period Type ,periodType,Months,,,2024,Annual
