Date,50 DMA
2024-06-06,1095.11
2024-06-07,1096.15
2024-06-10,1097.06
2024-06-11,1098.02
2024-06-12,1098.52
2024-06-13,1098.62
2024-06-14,1098.62
2024-06-18,1099.19
2024-06-19,1098.91
2024-06-20,1098.55
2024-06-21,1097.49
2024-06-24,1097.14
2024-06-25,1096.51
2024-06-26,1095.61
2024-06-27,1094.69
2024-06-28,1094.27
2024-07-01,1093.76
2024-07-02,1093.67
2024-07-03,1095.18
2024-07-04,1096.2
2024-07-05,1097.27
2024-07-08,1098.82
2024-07-09,1099.97
2024-07-10,1101.41
2024-07-11,1102.04
2024-07-12,1103.45
2024-07-15,1104.68
2024-07-16,1106.92
2024-07-18,1109.74
2024-07-19,1112.23
2024-07-22,1115.28
2024-07-23,1120.23
2024-07-24,1123.99
2024-07-25,1127.31
2024-07-26,1130.7
2024-07-29,1133.47
2024-07-30,1135.88
2024-07-31,1137.96
2024-08-01,1140.72
2024-08-02,1142.8
2024-08-05,1145.02
2024-08-06,1146.61
2024-08-07,1148.68
2024-08-08,1149.85
2024-08-09,1151.27
2024-08-12,1152.04
2024-08-13,1153.09
2024-08-14,1153.65
2024-08-16,1154.99
2024-08-19,1155.87
2024-08-20,1156.47
2024-08-21,1157.3
2024-08-22,1159.2
2024-08-23,1160.67
2024-08-26,1163.0
2024-08-27,1164.83
2024-08-28,1166.25
2024-08-29,1167.52
2024-08-30,1168.8
2024-09-02,1170.01
2024-09-03,1171.14
2024-09-04,1172.08
2024-09-05,1172.73
2024-09-06,1172.77
2024-09-09,1173.53
2024-09-10,1174.73
2024-09-11,1175.89
2024-09-12,1177.73
2024-09-13,1179.01
2024-09-16,1180.56
2024-09-17,1182.11
2024-09-18,1182.85
2024-09-19,1184.12
2024-09-20,1185.4
2024-09-23,1186.43
2024-09-24,1187.42
2024-09-25,1187.5
2024-09-26,1188.52
2024-09-27,1189.03
2024-09-30,1189.34
2024-10-01,1189.61
2024-10-03,1188.17
2024-10-04,1185.9
2024-10-07,1182.98
2024-10-08,1180.47
2024-10-09,1178.01
2024-10-10,1175.51
2024-10-11,1173.06
2024-10-14,1170.73
2024-10-15,1168.55
2024-10-16,1166.41
2024-10-17,1163.42
2024-10-18,1160.67
2024-10-21,1155.04
2024-10-22,1148.89
2024-10-23,1143.62
2024-10-24,1137.85
2024-10-25,1131.39
2024-10-28,1125.29
2024-10-29,1120.06
2024-10-30,1116.25
2024-10-31,1111.79
2024-11-01,1107.56
2024-11-04,1103.13
2024-11-05,1099.12
2024-11-06,1095.51
2024-11-07,1091.17
2024-11-08,1087.32
2024-11-11,1082.95
2024-11-12,1078.42
2024-11-13,1073.5
2024-11-14,1067.67
2024-11-18,1062.3
2024-11-19,1056.61
2024-11-21,1050.93
2024-11-22,1046.78
2024-11-25,1043.21
2024-11-26,1040.09
2024-11-27,1036.95
2024-11-28,1033.19
2024-11-29,1030.26
2024-12-02,1027.39
2024-12-03,1024.55
2024-12-04,1022.07
2024-12-05,1019.89
2024-12-06,1018.1
2024-12-09,1014.8
2024-12-10,1011.35
2024-12-11,1008.36
2024-12-12,1004.94
2024-12-13,1001.99
2024-12-16,998.79
2024-12-17,995.11
2024-12-18,991.75
2024-12-19,988.43
2024-12-20,984.54
2024-12-23,981.34
2024-12-24,978.43
2024-12-26,975.4
2024-12-27,972.75
2024-12-30,970.03
2024-12-31,967.86
2025-01-01,966.0
2025-01-02,964.57
2025-01-03,963.59
2025-01-06,962.93
2025-01-07,962.62
2025-01-08,962.58
2025-01-09,962.88
2025-01-10,963.27
2025-01-13,963.35
2025-01-14,963.34
2025-01-15,963.04
2025-01-16,962.05
2025-01-17,961.75
2025-01-20,961.69
2025-01-21,962.1
2025-01-22,962.31
2025-01-23,963.15
2025-01-24,964.3
2025-01-27,964.36
2025-01-28,964.24
2025-01-29,964.09
2025-01-30,964.19
2025-01-31,966.56
2025-02-01,970.61
2025-02-03,973.19
2025-02-04,975.58
2025-02-05,977.14
2025-02-06,978.95
2025-02-07,980.61
2025-02-10,982.45
2025-02-11,983.68
2025-02-12,985.48
2025-02-13,986.95
2025-02-14,988.34
2025-02-17,989.71
2025-02-18,991.17
2025-02-19,992.51
2025-02-20,993.15
2025-02-21,993.58
2025-02-24,993.92
2025-02-25,994.35
2025-02-27,994.89
2025-02-28,993.66
2025-03-03,992.11
2025-03-04,990.63
2025-03-05,989.31
2025-03-06,988.08
2025-03-07,987.06
2025-03-10,985.9
2025-03-11,984.87
2025-03-12,983.33
2025-03-13,981.87
2025-03-17,980.24
2025-03-18,978.93
2025-03-19,977.79
2025-03-20,977.33
2025-03-21,976.69
2025-03-24,976.45
2025-03-25,976.22
2025-03-26,975.57
2025-03-27,975.49
2025-03-28,976.53
2025-04-01,977.15
2025-04-02,980.5
2025-04-03,984.05
2025-04-04,988.12
2025-04-07,990.44
2025-04-08,993.55
2025-04-09,997.33
2025-04-11,1001.27
2025-04-15,1005.27
2025-04-16,1009.22
2025-04-17,1013.57
2025-04-21,1017.79
2025-04-22,1022.45
2025-04-23,1027.46
2025-04-24,1032.7
2025-04-25,1037.53
2025-04-28,1042.14
2025-04-29,1047.11
2025-04-30,1051.77
2025-05-02,1055.89
2025-05-05,1060.03
2025-05-06,1063.76
2025-05-07,1066.99
2025-05-08,1068.91
2025-05-09,1070.67
2025-05-12,1073.61
2025-05-13,1075.37
2025-05-14,1077.14
2025-05-15,1079.88
2025-05-16,1083.34
2025-05-19,1085.93
2025-05-20,1087.6
2025-05-21,1089.6
2025-05-22,1091.06
2025-05-23,1093.01
2025-05-26,1095.1
2025-05-27,1096.8
2025-05-28,1097.76
2025-05-29,1098.23
2025-05-30,1098.55
2025-06-02,1099.41
2025-06-03,1100.0
2025-06-04,1100.96
2025-06-05,1101.39
2025-06-06,1101.95
