Date,Volume,Delivery (%)
2024-06-06,2744318,45.0
2024-06-07,1969789,59.0
2024-06-10,1478106,59.0
2024-06-11,837524,52.0
2024-06-12,797016,46.0
2024-06-13,1693586,40.0
2024-06-14,1152845,47.0
2024-06-18,1201622,68.0
2024-06-19,1238442,57.0
2024-06-20,1283524,43.0
2024-06-21,1676764,63.0
2024-06-24,983816,53.0
2024-06-25,960163,56.0
2024-06-26,1033478,64.0
2024-06-27,2347010,
2024-06-28,1162118,58.0
2024-07-01,790246,60.0
2024-07-02,2081278,68.0
2024-07-03,4726228,45.0
2024-07-04,2262758,65.0
2024-07-05,1428481,65.0
2024-07-08,2039094,42.0
2024-07-09,1785042,58.0
2024-07-10,1076143,48.0
2024-07-11,2113248,69.0
2024-07-12,1128450,59.0
2024-07-15,1237339,63.0
2024-07-16,2318814,48.0
2024-07-18,2638000,51.0
2024-07-19,1432115,54.0
2024-07-22,1758295,47.0
2024-07-23,5355276,45.0
2024-07-24,3426440,55.0
2024-07-25,2610747,60.0
2024-07-26,878131,42.0
2024-07-29,1987762,56.0
2024-07-30,1421650,48.0
2024-07-31,3066136,50.0
2024-08-01,1715807,45.0
2024-08-02,1305989,31.0
2024-08-05,3776708,49.0
2024-08-06,1338131,45.0
2024-08-07,822632,51.0
2024-08-08,1313038,53.0
2024-08-09,502373,58.0
2024-08-12,803700,51.0
2024-08-13,802342,53.0
2024-08-14,1022556,58.0
2024-08-16,851820,52.0
2024-08-19,699618,50.0
2024-08-20,696033,64.0
2024-08-21,818342,58.0
2024-08-22,2095281,37.0
2024-08-23,877694,41.0
2024-08-26,1121778,49.0
2024-08-27,495851,51.0
2024-08-28,794090,58.0
2024-08-29,1080172,41.0
2024-08-30,2560050,78.0
2024-09-02,2002477,38.0
2024-09-03,1909804,54.0
2024-09-04,1653661,53.0
2024-09-05,1194852,55.0
2024-09-06,1007321,57.0
2024-09-09,2060206,42.0
2024-09-10,2133930,58.0
2024-09-11,1916075,59.0
2024-09-12,2960084,55.0
2024-09-13,1744919,63.0
2024-09-16,1014894,55.0
2024-09-17,1537678,53.0
