displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,6.85
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,20.15
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,20.23
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,13.15
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,33.20
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,13.00
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,13.06
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,26.44
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,179.22
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,13.00
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,13.06
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,13.00
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,202.13
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,202.13
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,8.25
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,179.93
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,14.05
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,13.15
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,8.25
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,13.06
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,31.43
