displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Equivalents ,CashEquivalents,2454.49,,,2024,Interim
Short Term Investments ,ShortTermInvestments,388.44,,,2024,Interim
Cashand Short Term Investments ,CashandShortTermInvestments,2842.93,,,2024,Interim
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,896.75,,,2024,Interim
Total Receivables Net ,TotalReceivablesNet,1236.66,,,2024,Interim
Total Inventory ,TotalInventory,2769.35,,,2024,Interim
Other Current Assets Total ,OtherCurrentAssetsTotal,577.69,,,2024,Interim
Total Current Assets ,TotalCurrentAssets,7426.63,,,2024,Interim
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,2654.41,,,2024,Interim
Goodwill Net ,GoodwillNet,10334.28,,,2024,Interim
Intangibles Net ,IntangiblesNet,6344.03,,,2024,Interim
Long Term Investments ,LongTermInvestments,893.52,,,2024,Interim
Note Receivable- Long Term ,NoteReceivable-LongTerm,109.68,,,2024,Interim
Other Long Term Assets Total ,OtherLongTermAssetsTotal,258.39,,,2024,Interim
Total Assets ,TotalAssets,28020.94,,,2024,Interim
Accounts Payable ,AccountsPayable,2707.15,,,2024,Interim
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,0.00,,,2024,Interim
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,2849.32,,,2024,Interim
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,634.62,,,2024,Interim
Total Current Liabilities ,TotalCurrentLiabilities,6191.09,,,2024,Interim
Long Term Debt ,LongTermDebt,168.35,,,2024,Interim
Capital Lease Obligations ,CapitalLeaseObligations,459.55,,,2024,Interim
Total Long Term Debt ,TotalLongTermDebt,627.90,,,2024,Interim
Total Debt ,TotalDebt,3477.22,,,2024,Interim
Deferred Income Tax ,DeferredIncomeTax,1795.20,,,2024,Interim
Minority Interest ,MinorityInterest,1379.34,,,2024,Interim
Other Liabilities Total ,OtherLiabilitiesTotal,1970.62,,,2024,Interim
Total Liabilities ,TotalLiabilities,11964.15,,,2024,Interim
Common Stock Total ,CommonStockTotal,95.28,,,2024,Interim
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),15961.51,,,2024,Interim
Total Equity ,TotalEquity,16056.79,,,2024,Interim
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,28020.94,,,2024,Interim
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,96.47,,,2024,Interim
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,-6.44,,,2024,Interim
period Length ,periodLength,0.00,,,2024,Interim
