displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,4034.51,,,2024,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,4034.51,,,2024,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,1729.90,,,2024,Annual
Total Receivables Net ,TotalReceivablesNet,2284.52,,,2024,Annual
Prepaid Expenses ,PrepaidExpenses,360.94,,,2024,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,3801.18,,,2024,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-1442.86,,,2024,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,2383.67,,,2024,Annual
Goodwill Net ,GoodwillNet,3.27,,,2024,Annual
Intangibles Net ,IntangiblesNet,906.42,,,2024,Annual
Long Term Investments ,LongTermInvestments,37387.74,,,2024,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,326608.50,,,2024,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,1099.84,,,2024,Annual
Other Assets Total ,OtherAssetsTotal,672.21,,,2024,Annual
Total Assets ,TotalAssets,375741.62,,,2024,Annual
Accounts Payable ,AccountsPayable,2064.04,,,2024,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,27892.41,,,2024,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,61202.34,,,2024,Annual
Long Term Debt ,LongTermDebt,205302.50,,,2024,Annual
Capital Lease Obligations ,CapitalLeaseObligations,1001.16,,,2024,Annual
Total Long Term Debt ,TotalLongTermDebt,206303.66,,,2024,Annual
Total Debt ,TotalDebt,234196.07,,,2024,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,1583.82,,,2024,Annual
Total Liabilities ,TotalLiabilities,299046.27,,,2024,Annual
Common Stock Total ,CommonStockTotal,123.60,,,2024,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,26582.00,,,2024,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),50084.90,,,2024,Annual
Other Equity Total ,OtherEquityTotal,-95.15,,,2024,Annual
Total Equity ,TotalEquity,76695.35,,,2024,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,375741.62,,,2024,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,61.80,,,2024,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,1226.29,,,2024,Annual
period Length ,periodLength,0.00,,,2024,Annual
