displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,1550.75,,,2023,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,1550.75,,,2023,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,1297.39,,,2023,Annual
Total Receivables Net ,TotalReceivablesNet,1603.57,,,2023,Annual
Prepaid Expenses ,PrepaidExpenses,302.37,,,2023,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,2806.06,,,2023,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-1129.49,,,2023,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,1691.17,,,2023,Annual
Goodwill Net ,GoodwillNet,3.27,,,2023,Annual
Intangibles Net ,IntangiblesNet,693.02,,,2023,Annual
Long Term Investments ,LongTermInvestments,25411.28,,,2023,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,242489.46,,,2023,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,1031.42,,,2023,Annual
Other Assets Total ,OtherAssetsTotal,452.36,,,2023,Annual
Total Assets ,TotalAssets,275228.67,,,2023,Annual
Accounts Payable ,AccountsPayable,1452.12,,,2023,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,13677.19,,,2023,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,45614.41,,,2023,Annual
Long Term Debt ,LongTermDebt,158347.74,,,2023,Annual
Capital Lease Obligations ,CapitalLeaseObligations,587.37,,,2023,Annual
Total Long Term Debt ,TotalLongTermDebt,158935.11,,,2023,Annual
Total Debt ,TotalDebt,172612.30,,,2023,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,1177.86,,,2023,Annual
Total Liabilities ,TotalLiabilities,220856.69,,,2023,Annual
Common Stock Total ,CommonStockTotal,120.89,,,2023,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,17440.98,,,2023,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),36893.46,,,2023,Annual
Other Equity Total ,OtherEquityTotal,-83.35,,,2023,Annual
Total Equity ,TotalEquity,54371.98,,,2023,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,275228.67,,,2023,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,60.44,,,2023,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,888.05,,,2023,Annual
period Length ,periodLength,0.00,,,2023,Annual
