Date,Volume,Delivery (%)
2024-06-06,1544040,51.0
2024-06-07,3090322,36.0
2024-06-10,898286,52.0
2024-06-11,1221863,49.0
2024-06-12,1291408,56.0
2024-06-13,1402482,65.0
2024-06-14,1206090,58.0
2024-06-18,963593,46.0
2024-06-19,534632,36.0
2024-06-20,920504,40.0
2024-06-21,1600649,48.0
2024-06-24,652530,49.0
2024-06-25,1606499,33.0
2024-06-26,968792,51.0
2024-06-27,1174188,
2024-06-28,902761,49.0
2024-07-01,849400,40.0
2024-07-02,1320826,35.0
2024-07-03,871670,54.0
2024-07-04,1985915,44.0
2024-07-05,996051,41.0
2024-07-08,716520,51.0
2024-07-09,985949,56.0
2024-07-10,828613,57.0
2024-07-11,1019325,49.0
2024-07-12,1156099,45.0
2024-07-15,569762,51.0
2024-07-16,594082,46.0
2024-07-18,914794,41.0
2024-07-19,989428,52.0
2024-07-22,602177,48.0
2024-07-23,2004191,40.0
2024-07-24,3258306,54.0
2024-07-25,995730,46.0
2024-07-26,1198089,52.0
2024-07-29,764795,55.0
2024-07-30,1251932,38.0
2024-07-31,922302,67.0
2024-08-01,875591,61.0
2024-08-02,677707,47.0
2024-08-05,1041962,53.0
2024-08-06,949601,48.0
2024-08-07,488851,50.0
2024-08-08,722626,49.0
2024-08-09,749003,61.0
2024-08-12,738074,60.0
2024-08-13,1144936,53.0
2024-08-14,852531,57.0
2024-08-16,811975,46.0
2024-08-19,566726,52.0
2024-08-20,1009847,51.0
2024-08-21,683276,68.0
2024-08-22,738350,68.0
2024-08-23,643263,63.0
2024-08-26,912118,69.0
2024-08-27,2057299,58.0
2024-08-28,893217,64.0
2024-08-29,2695916,37.0
2024-08-30,2098230,53.0
2024-09-02,2489559,44.0
2024-09-03,1952548,36.0
2024-09-04,903316,44.0
2024-09-05,687956,43.0
2024-09-06,1880757,51.0
2024-09-09,946697,50.0
2024-09-10,1332050,46.0
2024-09-11,1128827,40.0
2024-09-12,1499046,45.0
2024-09-13,2273413,35.0
2024-09-16,2755537,39.0
2024-09-17,1601291,40.0
2024-09-18,3031081,50.0
2024-09-19,1792229,49.0
2024-09-20,1747750,45.0
2024-09-23,605306,54.0
2024-09-24,1103520,46.0
2024-09-25,1320730,61.0
2024-09-26,1715529,55.0
2024-09-27,1232944,57.0
2024-09-30,991224,60.0
2024-10-01,806762,43.0
2024-10-03,1098092,48.0
2024-10-04,1849268,34.0
2024-10-07,988927,42.0
2024-10-08,936059,56.0
2024-10-09,1096357,44.0
2024-10-10,585535,33.0
2024-10-11,382846,36.0
2024-10-14,458955,51.0
2024-10-15,1542705,51.0
2024-10-16,1154893,61.0
2024-10-17,736749,42.0
2024-10-18,783494,47.0
2024-10-21,2257919,67.0
2024-10-22,1776217,39.0
2024-10-23,2697415,33.0
2024-10-24,931732,44.0
2024-10-25,1055430,46.0
2024-10-28,727587,39.0
2024-10-29,1430661,39.0
2024-10-30,586651,48.0
2024-10-31,775248,55.0
2024-11-01,51813,48.0
2024-11-04,757988,51.0
2024-11-05,1281654,39.0
2024-11-06,715355,42.0
2024-11-07,471572,39.0
2024-11-08,466520,41.0
2024-11-11,800738,60.0
2024-11-12,1120285,49.0
2024-11-13,938101,53.0
2024-11-14,545200,39.0
2024-11-18,621623,51.0
2024-11-19,856665,47.0
2024-11-21,1141684,64.0
2024-11-22,1002932,54.0
2024-11-25,1165981,59.0
2024-11-26,693092,50.0
2024-11-27,669563,48.0
2024-11-28,1615340,61.0
2024-11-29,744554,52.0
2024-12-02,969258,44.0
2024-12-03,1353774,66.0
2024-12-04,1151983,57.0
2024-12-05,1371879,47.0
2024-12-06,855488,44.0
2024-12-09,869449,60.0
2024-12-10,1235992,57.0
2024-12-11,2034624,49.0
2024-12-12,1003061,51.0
2024-12-13,1280548,46.0
2024-12-16,828875,51.0
2024-12-17,1048898,47.0
2024-12-18,735540,60.0
2024-12-19,924422,54.0
2024-12-20,2719257,66.0
2024-12-23,596940,45.0
2024-12-24,609437,59.0
2024-12-26,335478,40.0
2024-12-27,592947,41.0
2024-12-30,516652,50.0
2024-12-31,625128,57.0
2025-01-01,426097,44.0
2025-01-02,3336698,44.0
2025-01-03,1549290,53.0
2025-01-06,1997567,35.0
2025-01-07,1067020,55.0
2025-01-08,873021,51.0
2025-01-09,680388,51.0
2025-01-10,838354,50.0
2025-01-13,673948,52.0
2025-01-14,1029009,47.0
2025-01-15,691664,40.0
2025-01-16,870876,52.0
2025-01-17,684750,55.0
2025-01-20,1089611,36.0
2025-01-21,1067021,41.0
2025-01-22,737861,48.0
2025-01-23,1038821,52.0
2025-01-24,705559,43.0
2025-01-27,732819,49.0
2025-01-28,2542673,56.0
2025-01-29,1546754,53.0
2025-01-30,5778656,47.0
2025-01-31,1870086,60.0
2025-02-01,1685773,53.0
2025-02-03,4507351,62.0
2025-02-04,2016138,58.0
2025-02-05,1911397,68.0
2025-02-06,1751942,61.0
2025-02-07,1020163,37.0
2025-02-10,1267164,59.0
2025-02-11,991920,53.0
2025-02-12,1512651,60.0
2025-02-13,1852011,57.0
2025-02-14,891580,53.0
2025-02-17,886553,44.0
2025-02-18,887249,62.0
2025-02-19,907710,61.0
2025-02-20,812844,61.0
2025-02-21,622616,52.0
2025-02-24,367068,44.0
2025-02-25,1137260,48.0
2025-02-27,1903575,46.0
2025-02-28,1774185,62.0
2025-03-03,936037,55.0
2025-03-04,783523,58.0
2025-03-05,1692183,49.0
2025-03-06,909508,35.0
2025-03-07,487525,41.0
2025-03-10,1049191,40.0
2025-03-11,840705,59.0
2025-03-12,2115634,75.0
2025-03-13,1519660,67.0
2025-03-17,1124926,60.0
2025-03-18,1123837,47.0
2025-03-19,1311740,52.0
2025-03-20,824384,41.0
2025-03-21,2817708,50.0
