displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,1377.89,,,2020,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,1377.89,,,2020,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,952.49,,,2020,Annual
Total Receivables Net ,TotalReceivablesNet,952.49,,,2020,Annual
Prepaid Expenses ,PrepaidExpenses,59.14,,,2020,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,1640.15,,,2020,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-542.89,,,2020,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,1097.26,,,2020,Annual
Goodwill Net ,GoodwillNet,3.27,,,2020,Annual
Intangibles Net ,IntangiblesNet,220.46,,,2020,Annual
Long Term Investments ,LongTermInvestments,18014.29,,,2020,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,141622.71,,,2020,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,854.96,,,2020,Annual
Other Assets Total ,OtherAssetsTotal,188.90,,,2020,Annual
Total Assets ,TotalAssets,164391.37,,,2020,Annual
Accounts Payable ,AccountsPayable,761.97,,,2020,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,5437.35,,,2020,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,21804.04,,,2020,Annual
Long Term Debt ,LongTermDebt,102941.93,,,2020,Annual
Capital Lease Obligations ,CapitalLeaseObligations,351.02,,,2020,Annual
Total Long Term Debt ,TotalLongTermDebt,103292.95,,,2020,Annual
Total Debt ,TotalDebt,108730.30,,,2020,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,767.43,,,2020,Annual
Total Liabilities ,TotalLiabilities,132063.74,,,2020,Annual
Common Stock Total ,CommonStockTotal,119.99,,,2020,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,16841.43,,,2020,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),15453.62,,,2020,Annual
Other Equity Total ,OtherEquityTotal,-87.41,,,2020,Annual
Total Equity ,TotalEquity,32327.63,,,2020,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,164391.37,,,2020,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,59.99,,,2020,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,535.11,,,2020,Annual
period Length ,periodLength,0.00,,,2020,Annual
