displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,220796.30
Revenue - trailing 12 month,revenueTrailing12Month),691418.70
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,166378.20
EBITD - trailing 12 month,eBITDTrailing12Month,303259.30
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,166378.20
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,367.81
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,691444.80
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,226916.30
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,220796.30
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,300456.60
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,303285.70
