tickerId,companyName,remarks,recordDate,xbDate,sortDate,dateOfAnnouncement
S0003015,Bajaj Finance,Bonus issue of equity shares in the ratio of 4:1 of Re. 1/-.,,,2025-04-29,2025-04-29
