CalendarMonth,CalendarYear,FiscalYear,ActualReportDate,Type,CurrencyCode,Reported,ReportedDate,SurprisePercent,SurpriseMean,SUE,NumEstimates,Mean,High,Low,Median,StandardDeviation,SmartEstimate
3,2024,2024,2024-04-25T09:12:00,Actual,INR,235.98,2024-04-25T09:12:00,1.92,231.53,0.49,28,,,,,,
3,2025,2025,2025-04-29T08:22:00,Actual,INR,268.2,2025-04-29T08:22:00,-0.27,268.92,-0.21,28,,,,,,
3,2026,2026,,Estimate,INR,,,,,,30,333.0,357.0,278.0,335.0,14.0,332.0
3,2027,2027,,Estimate,INR,,,,,,30,418.0,464.0,349.0,418.0,22.0,415.0
3,2028,2028,,Estimate,INR,,,,,,12,500.0,554.0,420.0,505.0,36.0,507.0
