displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Duefrom Banks ,CashDuefromBanks,249947.90,,,2025,Annual
Other Earning Assets Total ,OtherEarningAssetsTotal,1186472.89,,,2025,Annual
Net Loans ,NetLoans,2724938.16,,,2025,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,15257.94,,,2025,Annual
Other Assets Total ,OtherAssetsTotal,215800.53,,,2025,Annual
Total Assets ,TotalAssets,4392417.42,,,2025,Annual
Total Deposits ,TotalDeposits,2710898.23,,,2025,Annual
Long Term Debt ,LongTermDebt,634605.57,,,2025,Annual
Total Long Term Debt ,TotalLongTermDebt,634605.57,,,2025,Annual
Total Debt ,TotalDebt,634605.57,,,2025,Annual
Minority Interest ,MinorityInterest,16359.04,,,2025,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,508765.19,,,2025,Annual
Total Liabilities ,TotalLiabilities,3870628.03,,,2025,Annual
Common Stock Total ,CommonStockTotal,765.22,,,2025,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),517218.98,,,2025,Annual
ESOP Debt Guarantee ,ESOPDebtGuarantee,3805.19,,,2025,Annual
Total Equity ,TotalEquity,521789.39,,,2025,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,4392417.42,,,2025,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,765.22,,,2025,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,681.88,,,2025,Annual
period Length ,periodLength,0.00,,,2025,Annual
