CalendarMonth,CalendarYear,FiscalYear,ActualReportDate,Type,CurrencyCode,Reported,ReportedDate,SurprisePercent,SurpriseMean,SUE,NumEstimates,Mean,High,Low,Median,StandardDeviation,SmartEstimate
3,2024,2024,2024-04-20T06:46:00,Actual,INR,90.01,2024-04-20T06:46:00,4.21,86.37,0.75,4,,,,,,
3,2025,2025,2025-04-19T13:20:00,Actual,INR,92.39,2025-04-19T13:20:00,-3.76,96.0,,1,,,,,,
3,2026,2026,,Estimate,INR,,,,,,2,98.0,105.0,92.0,98.0,6.0,97.0
3,2027,2027,,Estimate,INR,,,,,,2,115.0,125.0,106.0,115.0,9.0,114.0
3,2028,2028,,Estimate,INR,,,,,,1,123.0,123.0,123.0,123.0,0.0,123.0
