Date,200 DMA
2024-06-06,1522.76
2024-06-07,1523.26
2024-06-10,1523.64
2024-06-11,1524.05
2024-06-12,1524.55
2024-06-13,1525.11
2024-06-14,1525.82
2024-06-18,1526.64
2024-06-19,1527.94
2024-06-20,1529.35
2024-06-21,1530.71
2024-06-24,1532.12
2024-06-25,1533.9
2024-06-26,1535.57
2024-06-27,1537.17
2024-06-28,1538.63
2024-07-01,1540.28
2024-07-02,1542.18
2024-07-03,1544.43
2024-07-04,1546.25
2024-07-05,1547.26
2024-07-08,1548.14
2024-07-09,1549.02
2024-07-10,1549.79
2024-07-11,1550.5
2024-07-12,1551.22
2024-07-15,1551.93
2024-07-16,1552.6
2024-07-18,1553.22
2024-07-19,1553.76
2024-07-22,1554.64
2024-07-23,1555.28
2024-07-24,1555.76
2024-07-25,1556.37
2024-07-26,1556.98
2024-07-29,1557.46
2024-07-30,1558.04
2024-07-31,1558.61
2024-08-01,1559.41
2024-08-02,1560.4
2024-08-05,1560.95
2024-08-06,1561.35
2024-08-07,1561.97
2024-08-08,1562.78
2024-08-09,1563.65
2024-08-12,1564.6
2024-08-13,1564.99
2024-08-14,1565.41
2024-08-16,1566.08
2024-08-19,1566.73
2024-08-20,1567.44
2024-08-21,1568.02
2024-08-22,1568.65
2024-08-23,1569.21
2024-08-26,1569.91
2024-08-27,1570.59
2024-08-28,1571.25
2024-08-29,1571.92
2024-08-30,1572.56
2024-09-02,1573.11
2024-09-03,1573.75
2024-09-04,1574.42
2024-09-05,1575.13
2024-09-06,1575.74
2024-09-09,1576.45
2024-09-10,1577.18
2024-09-11,1577.85
2024-09-12,1578.73
2024-09-13,1579.6
2024-09-16,1580.51
2024-09-17,1581.39
2024-09-18,1582.51
2024-09-19,1583.77
2024-09-20,1585.33
2024-09-23,1587.07
2024-09-24,1588.87
2024-09-25,1590.76
2024-09-26,1592.68
2024-09-27,1594.27
2024-09-30,1595.64
2024-10-01,1596.94
2024-10-03,1597.79
2024-10-04,1598.38
2024-10-07,1598.58
2024-10-08,1599.1
2024-10-09,1599.44
2024-10-10,1600.07
2024-10-11,1600.57
2024-10-14,1601.44
2024-10-15,1602.27
2024-10-16,1603.24
2024-10-17,1603.93
2024-10-18,1604.71
2024-10-21,1605.94
2024-10-22,1607.02
2024-10-23,1608.3
2024-10-24,1609.71
2024-10-25,1611.04
2024-10-28,1612.27
2024-10-29,1613.65
2024-10-30,1614.86
2024-10-31,1616.06
2024-11-01,1617.27
2024-11-04,1618.23
2024-11-05,1619.62
2024-11-06,1620.97
2024-11-07,1622.22
2024-11-08,1623.53
2024-11-11,1624.95
2024-11-12,1625.88
2024-11-13,1626.43
2024-11-14,1627.09
2024-11-18,1627.87
2024-11-19,1629.01
2024-11-21,1630.12
2024-11-22,1631.27
2024-11-25,1632.81
2024-11-26,1634.33
2024-11-27,1636.1
2024-11-28,1637.66
2024-11-29,1639.24
2024-12-02,1640.88
2024-12-03,1642.73
2024-12-04,1644.89
2024-12-05,1647.09
2024-12-06,1649.17
2024-12-09,1651.36
2024-12-10,1653.52
2024-12-11,1655.61
2024-12-12,1657.63
2024-12-13,1659.76
2024-12-16,1661.81
2024-12-17,1663.51
2024-12-18,1664.98
2024-12-19,1666.26
2024-12-20,1667.3
2024-12-23,1668.63
2024-12-24,1669.92
2024-12-26,1671.13
2024-12-27,1672.39
2024-12-30,1673.44
2024-12-31,1674.43
2025-01-01,1675.51
2025-01-02,1676.68
2025-01-03,1677.4
2025-01-06,1677.73
2025-01-07,1678.09
2025-01-08,1678.25
2025-01-09,1678.15
2025-01-10,1677.93
2025-01-13,1677.47
2025-01-14,1677.16
2025-01-15,1676.82
2025-01-16,1676.57
2025-01-17,1676.18
2025-01-20,1675.93
2025-01-21,1675.59
2025-01-22,1675.5
2025-01-23,1675.39
2025-01-24,1675.14
2025-01-27,1674.69
2025-01-28,1674.65
2025-01-29,1674.67
2025-01-30,1674.84
2025-01-31,1675.08
2025-02-01,1675.24
2025-02-03,1675.26
2025-02-04,1675.72
2025-02-05,1676.33
2025-02-06,1677.01
2025-02-07,1677.56
2025-02-10,1677.94
2025-02-11,1678.17
2025-02-12,1678.46
2025-02-13,1678.65
2025-02-14,1678.81
2025-02-17,1679.2
2025-02-18,1679.63
2025-02-19,1680.1
2025-02-20,1680.17
2025-02-21,1680.3
2025-02-24,1680.27
2025-02-25,1680.29
2025-02-27,1680.49
2025-02-28,1681.01
2025-03-03,1681.21
2025-03-04,1681.5
2025-03-05,1681.58
2025-03-06,1681.68
2025-03-07,1681.75
2025-03-10,1681.81
2025-03-11,1681.85
2025-03-12,1682.14
2025-03-13,1682.38
2025-03-17,1682.66
2025-03-18,1683.15
2025-03-19,1683.76
2025-03-20,1684.61
2025-03-21,1685.46
2025-03-24,1686.6
2025-03-25,1687.94
2025-03-26,1689.12
2025-03-27,1690.48
2025-03-28,1691.85
2025-04-01,1692.6
2025-04-02,1693.64
2025-04-03,1694.65
2025-04-04,1695.87
2025-04-07,1696.48
2025-04-08,1697.21
2025-04-09,1697.88
2025-04-11,1698.96
2025-04-15,1700.61
2025-04-16,1702.38
2025-04-17,1704.41
2025-04-21,1706.63
2025-04-22,1709.17
2025-04-23,1711.3
2025-04-24,1713.35
2025-04-25,1715.32
2025-04-28,1717.36
2025-04-29,1719.26
2025-04-30,1721.31
2025-05-02,1723.33
2025-05-05,1725.46
2025-05-06,1727.51
2025-05-07,1729.68
2025-05-08,1731.66
2025-05-09,1733.23
2025-05-12,1735.46
2025-05-13,1737.32
2025-05-14,1739.05
2025-05-15,1740.98
2025-05-16,1742.91
2025-05-19,1744.86
2025-05-20,1746.55
2025-05-21,1748.35
2025-05-22,1750.05
2025-05-23,1751.88
2025-05-26,1753.75
2025-05-27,1755.47
2025-05-28,1757.14
2025-05-29,1758.84
2025-05-30,1760.69
2025-06-02,1762.39
2025-06-03,1764.01
2025-06-04,1765.77
2025-06-05,1767.6
2025-06-06,1769.7
