displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Duefrom Banks ,CashDuefromBanks,89834.94,,,2020,Annual
Other Earning Assets Total ,OtherEarningAssetsTotal,397590.27,,,2020,Annual
Net Loans ,NetLoans,1033490.74,,,2020,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,14047.38,,,2020,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-9420.52,,,2020,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,4626.86,,,2020,Annual
Goodwill Net ,GoodwillNet,148.79,,,2020,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,4144.23,,,2020,Annual
Other Assets Total ,OtherAssetsTotal,50994.62,,,2020,Annual
Total Assets ,TotalAssets,1580830.44,,,2020,Annual
Accrued Expenses ,AccruedExpenses,8582.55,,,2020,Annual
Total Deposits ,TotalDeposits,1146207.13,,,2020,Annual
Total Short Term Borrowings ,TotalShortTermBorrowings,7583.72,,,2020,Annual
Long Term Debt ,LongTermDebt,186834.32,,,2020,Annual
Total Long Term Debt ,TotalLongTermDebt,186834.32,,,2020,Annual
Total Debt ,TotalDebt,194418.04,,,2020,Annual
Minority Interest ,MinorityInterest,576.64,,,2020,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,54687.36,,,2020,Annual
Total Liabilities ,TotalLiabilities,1404471.73,,,2020,Annual
Common Stock Total ,CommonStockTotal,548.33,,,2020,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,58755.53,,,2020,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),116730.98,,,2020,Annual
Other Equity Total ,OtherEquityTotal,323.86,,,2020,Annual
Total Equity ,TotalEquity,176358.71,,,2020,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,1580830.44,,,2020,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,548.33,,,2020,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,321.36,,,2020,Annual
period Length ,periodLength,0.00,,,2020,Annual
