Date,Price on NSE
2024-06-06,1559.7
2024-06-07,1573.35
2024-06-10,1561.3
2024-06-11,1564.8
2024-06-12,1574.15
2024-06-13,1580.75
2024-06-14,1596.9
2024-06-18,1607.8
2024-06-19,1657.85
2024-06-20,1669.35
2024-06-21,1665.75
2024-06-24,1672.4
2024-06-25,1711.35
2024-06-26,1701.5
2024-06-27,1696.15
2024-06-28,1683.8
2024-07-01,1705.2
2024-07-02,1730.6
2024-07-03,1768.65
2024-07-04,1727.15
2024-07-05,1648.1
2024-07-08,1635.35
2024-07-09,1636.5
2024-07-10,1626.1
2024-07-11,1621.9
2024-07-12,1622.7
2024-07-15,1622.1
2024-07-16,1619.75
2024-07-18,1614.8
2024-07-19,1607.3
2024-07-22,1642.55
2024-07-23,1618.4
2024-07-24,1604.05
2024-07-25,1616.6
2024-07-26,1618.15
2024-07-29,1605.05
2024-07-30,1615.55
2024-07-31,1615.75
2024-08-01,1638.8
2024-08-02,1659.15
2024-08-05,1615.75
2024-08-06,1601.2
2024-08-07,1623.5
2024-08-08,1642.7
2024-08-09,1650.2
2024-08-12,1660.1
2024-08-13,1603.2
2024-08-14,1607.8
2024-08-16,1632.1
2024-08-19,1631.55
2024-08-20,1637.7
2024-08-21,1625.8
2024-08-22,1631.3
2024-08-23,1625.05
2024-08-26,1639.95
2024-08-27,1637.75
2024-08-28,1637.1
2024-08-29,1638.55
2024-08-30,1636.9
2024-09-02,1626.95
2024-09-03,1637.35
2024-09-04,1641.8
2024-09-05,1645.45
2024-09-06,1636.95
2024-09-09,1646.5
2024-09-10,1650.35
2024-09-11,1643.9
2024-09-12,1666.6
2024-09-13,1665.95
2024-09-16,1670.95
2024-09-17,1668.8
2024-09-18,1694.8
2024-09-19,1708.5
2024-09-20,1741.2
2024-09-23,1759.8
2024-09-24,1768.05
2024-09-25,1779.1
2024-09-26,1783.45
2024-09-27,1752.65
2024-09-30,1732.05
2024-10-01,1726.2
2024-10-03,1682.0
2024-10-04,1657.65
2024-10-07,1617.8
2024-10-08,1651.05
2024-10-09,1633.15
2024-10-10,1662.4
2024-10-11,1651.0
2024-10-14,1688.1
2024-10-15,1684.1
2024-10-16,1699.8
2024-10-17,1673.15
2024-10-18,1681.85
2024-10-21,1728.7
2024-10-22,1714.55
2024-10-23,1735.8
2024-10-24,1749.65
2024-10-25,1743.4
2024-10-28,1734.2
2024-10-29,1751.85
2024-10-30,1734.6
2024-10-31,1735.7
2024-11-01,1737.3
2024-11-04,1714.1
2024-11-05,1757.85
2024-11-06,1755.25
2024-11-07,1746.55
2024-11-08,1754.45
2024-11-11,1766.3
2024-11-12,1718.2
2024-11-13,1681.35
2024-11-14,1692.75
2024-11-18,1705.1
2024-11-19,1742.25
2024-11-21,1741.2
2024-11-22,1745.6
2024-11-25,1785.6
2024-11-26,1785.55
2024-11-27,1812.3
2024-11-28,1793.15
2024-11-29,1796.05
2024-12-02,1804.7
2024-12-03,1826.3
2024-12-04,1860.1
2024-12-05,1865.75
2024-12-06,1855.85
2024-12-09,1870.0
2024-12-10,1868.1
2024-12-11,1863.1
2024-12-12,1859.25
2024-12-13,1871.75
2024-12-16,1865.2
2024-12-17,1833.25
2024-12-18,1810.7
2024-12-19,1793.5
2024-12-20,1771.5
2024-12-23,1801.0
2024-12-24,1798.1
2024-12-26,1790.75
2024-12-27,1798.25
2024-12-30,1777.9
2024-12-31,1772.85
2025-01-01,1782.75
2025-01-02,1793.75
2025-01-03,1749.2
2025-01-06,1710.5
2025-01-07,1713.4
2025-01-08,1694.3
2025-01-09,1667.8
2025-01-10,1656.75
2025-01-13,1630.85
2025-01-14,1646.6
2025-01-15,1643.05
2025-01-16,1652.05
2025-01-17,1636.75
2025-01-20,1651.25
2025-01-21,1642.4
2025-01-22,1666.05
2025-01-23,1664.9
2025-01-24,1649.8
2025-01-27,1629.8
2025-01-28,1670.4
2025-01-29,1677.3
2025-01-30,1691.5
2025-01-31,1698.75
2025-02-01,1690.95
2025-02-03,1678.0
2025-02-04,1720.9
2025-02-05,1737.8
2025-02-06,1743.85
2025-02-07,1732.75
2025-02-10,1715.75
2025-02-11,1701.4
2025-02-12,1706.8
2025-02-13,1697.7
2025-02-14,1694.85
2025-02-17,1717.35
2025-02-18,1723.05
2025-02-19,1727.2
2025-02-20,1687.1
2025-02-21,1692.5
2025-02-24,1677.1
2025-02-25,1682.35
2025-02-27,1700.7
2025-02-28,1732.4
2025-03-03,1701.55
2025-03-04,1710.0
2025-03-05,1690.0
2025-03-06,1691.2
2025-03-07,1689.25
2025-03-10,1687.5
2025-03-11,1685.5
2025-03-12,1711.15
2025-03-13,1706.6
2025-03-17,1710.4
2025-03-18,1732.2
2025-03-19,1744.1
2025-03-20,1768.75
2025-03-21,1770.35
2025-03-24,1800.0
2025-03-25,1821.45
2025-03-26,1806.55
2025-03-27,1825.35
2025-03-28,1828.2
2025-04-01,1767.85
2025-04-02,1796.9
2025-04-03,1794.85
2025-04-04,1817.3
2025-04-07,1757.7
2025-04-08,1769.15
