displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,962420.50
Revenue - trailing 12 month,revenueTrailing12Month),3363674.00
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,707922.50
EBITD - trailing 12 month,eBITDTrailing12Month,
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,707922.50
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,92.40
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,3363674.00
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,707922.50
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,962420.50
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,962420.50
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,1000473.00
