displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,16.50
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,100.81
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,681.88
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,326.64
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,92.40
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,92.39
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,374.67
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,92.40
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,92.81
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,92.80
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,681.88
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,681.88
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,22.00
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,374.59
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,92.39
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,681.88
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,22.00
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,92.39
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,326.64
