displayName,key,value
"EPS Change %, TTM over TTM",ePSChangePercentTTMOverTTM,2.74
"Revenue growth rate, 5 year",revenueGrowthRate5Year,22.45
"EPS growth rate, 5 year",ePSGrowthRate5Year,13.31
Revenue Change % - most recent quarter 1 year ago,revenueChangePercentMostRecentQuarter1YearAgo,9.25
"Growth rate% - dividend, 3 year",growthRatePercentDividend3Year,12.38
"Growth rate% - EPS, 3 year",growthRatePercentEPS3year,10.59
Revenue/share (5 yr growth),revenuePerShare(5yrGrowth),19.43
"Free Operating Cash Flow, 5 Year CAGR",freeOperatingCashFlow5YearCAGR,
"Tangible Book Value, Total Equity, 5 Year CAGR",tangibleBookValueTotalEquity5YearCAGR,24.25
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year Interim CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearInterimCAGR,
"Capital Spending growth rate, 5 year",capitalSpendingGrowthRate5Year,20.03
"Revenue Change %, TTM over TTM",revenueChangePercentTTMPOverTTM,18.59
"Growth rate% -  Revenue, 3 year",growthRatePercentRevenue3Year,35.26
"Book value per share growth rate, 5 year",bookValuePerShareGrowthRate5Year,16.22
EPS Change % - most recent quarter 1 year ago,ePSChangePercentMostRecentQuarter1YearAgo),5.97
"Net Profit Margin growth rate, 5 year",netProfitMarginGrowthRate5Year,-4.46
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearCAGR,14.50
"Total Debt, 5 Year CAGR",totalDebt5YearCAGR,26.69
