displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Duefrom Banks ,CashDuefromBanks,357932.94,,,2025,Annual
Other Earning Assets Total ,OtherEarningAssetsTotal,2205601.11,,,2025,Annual
Net Loans ,NetLoans,4250830.74,,,2025,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,46337.69,,,2025,Annual
Other Assets Total ,OtherAssetsTotal,453482.86,,,2025,Annual
Total Assets ,TotalAssets,7314185.34,,,2025,Annual
Total Deposits ,TotalDeposits,5439898.02,,,2025,Annual
Long Term Debt ,LongTermDebt,610857.24,,,2025,Annual
Total Long Term Debt ,TotalLongTermDebt,610857.24,,,2025,Annual
Total Debt ,TotalDebt,610857.24,,,2025,Annual
Minority Interest ,MinorityInterest,18025.84,,,2025,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,758367.48,,,2025,Annual
Total Liabilities ,TotalLiabilities,6827148.58,,,2025,Annual
Common Stock Total ,CommonStockTotal,892.46,,,2025,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),486144.30,,,2025,Annual
Total Equity ,TotalEquity,487036.76,,,2025,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,7314185.34,,,2025,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,892.46,,,2025,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,545.72,,,2025,Annual
period Length ,periodLength,0.00,,,2025,Annual
