displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Duefrom Banks ,CashDuefromBanks,375578.25,,,2021,Annual
Other Earning Assets Total ,OtherEarningAssetsTotal,1638851.09,,,2021,Annual
Net Loans ,NetLoans,2415622.31,,,2021,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,70878.39,,,2021,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-30711.61,,,2021,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,40166.79,,,2021,Annual
Goodwill Net ,GoodwillNet,1549.99,,,2021,Annual
Long Term Investments ,LongTermInvestments,13354.64,,,2021,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,7244.80,,,2021,Annual
Other Assets Total ,OtherAssetsTotal,353250.67,,,2021,Annual
Total Assets ,TotalAssets,4845618.55,,,2021,Annual
Accounts Payable ,AccountsPayable,15309.16,,,2021,Annual
Total Deposits ,TotalDeposits,3715331.24,,,2021,Annual
Total Short Term Borrowings ,TotalShortTermBorrowings,17728.52,,,2021,Annual
Long Term Debt ,LongTermDebt,433796.21,,,2021,Annual
Total Long Term Debt ,TotalLongTermDebt,433796.21,,,2021,Annual
Total Debt ,TotalDebt,451524.73,,,2021,Annual
Deferred Income Tax ,DeferredIncomeTax,3.71,,,2021,Annual
Minority Interest ,MinorityInterest,9625.92,,,2021,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,378262.24,,,2021,Annual
Total Liabilities ,TotalLiabilities,4570056.99,,,2021,Annual
Common Stock Total ,CommonStockTotal,892.46,,,2021,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,79115.47,,,2021,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),158637.78,,,2021,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),26625.43,,,2021,Annual
Other Equity Total ,OtherEquityTotal,10290.42,,,2021,Annual
Total Equity ,TotalEquity,275561.56,,,2021,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,4845618.55,,,2021,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,892.46,,,2021,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,307.03,,,2021,Annual
period Length ,periodLength,0.00,,,2021,Annual
