displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Interest Income Bank ,InterestIncomeBank,289972.69,,,2022,Annual
Total Interest Expense ,TotalInterestExpense,156194.34,,,2022,Annual
Net Interest Income ,NetInterestIncome,133778.34,,,2022,Annual
Loan Loss Provision ,LoanLossProvision,9662.90,,,2022,Annual
Net Interest Inc After Loan Loss Prov ,NetInterestIncAfterLoanLossProv,124115.44,,,2022,Annual
Non- Interest Income Bank ,Non-InterestIncomeBank,117000.40,,,2022,Annual
Non- Interest Expense Bank ,Non-InterestExpenseBank,-191377.21,,,2022,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,49738.63,,,2022,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,13382.46,,,2022,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,36356.17,,,2022,Annual
Minority Interest ,MinorityInterest,-1809.30,,,2022,Annual
Equity In Affiliates ,EquityInAffiliates,827.01,,,2022,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,35373.88,,,2022,Annual
Net Income ,NetIncome,35373.88,,,2022,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,35373.88,,,2022,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,35373.88,,,2022,Annual
Diluted Net Income ,DilutedNetIncome,35373.88,,,2022,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,892.46,,,2022,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,39.64,,,2022,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,7.10,,,2022,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,53.63,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
