displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Duefrom Banks ,CashDuefromBanks,303338.86,,,2025,Interim
Other Earning Assets Total ,OtherEarningAssetsTotal,2095660.17,,,2025,Interim
Net Loans ,NetLoans,3830522.09,,,2025,Interim
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,44624.17,,,2025,Interim
Other Assets Total ,OtherAssetsTotal,500574.51,,,2025,Interim
Total Assets ,TotalAssets,6774719.80,,,2025,Interim
Total Deposits ,TotalDeposits,4953323.96,,,2025,Interim
Long Term Debt ,LongTermDebt,627366.15,,,2025,Interim
Total Long Term Debt ,TotalLongTermDebt,627366.15,,,2025,Interim
Total Debt ,TotalDebt,627366.15,,,2025,Interim
Minority Interest ,MinorityInterest,16842.33,,,2025,Interim
Other Liabilities Total ,OtherLiabilitiesTotal,738129.79,,,2025,Interim
Total Liabilities ,TotalLiabilities,6335662.23,,,2025,Interim
Common Stock Total ,CommonStockTotal,892.46,,,2025,Interim
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),438165.11,,,2025,Interim
Total Equity ,TotalEquity,439057.57,,,2025,Interim
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,6774719.80,,,2025,Interim
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,892.46,,,2025,Interim
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,491.96,,,2025,Interim
period Length ,periodLength,0.00,,,2025,Interim
