displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Duefrom Banks ,CashDuefromBanks,451801.35,,,2023,Annual
Other Earning Assets Total ,OtherEarningAssetsTotal,1916037.23,,,2023,Annual
Net Loans ,NetLoans,3115294.10,,,2023,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,81012.71,,,2023,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-36605.33,,,2023,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,44407.38,,,2023,Annual
Goodwill Net ,GoodwillNet,1538.36,,,2023,Annual
Long Term Investments ,LongTermInvestments,16189.21,,,2023,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,11136.38,,,2023,Annual
Other Assets Total ,OtherAssetsTotal,398014.30,,,2023,Annual
Total Assets ,TotalAssets,5954418.32,,,2023,Annual
Accounts Payable ,AccountsPayable,27495.03,,,2023,Annual
Total Deposits ,TotalDeposits,4468535.51,,,2023,Annual
Total Short Term Borrowings ,TotalShortTermBorrowings,27408.12,,,2023,Annual
Long Term Debt ,LongTermDebt,521151.95,,,2023,Annual
Total Long Term Debt ,TotalLongTermDebt,521151.95,,,2023,Annual
Total Debt ,TotalDebt,548560.07,,,2023,Annual
Deferred Income Tax ,DeferredIncomeTax,3.80,,,2023,Annual
Minority Interest ,MinorityInterest,12836.62,,,2023,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,538055.97,,,2023,Annual
Total Liabilities ,TotalLiabilities,5595487.00,,,2023,Annual
Common Stock Total ,CommonStockTotal,892.46,,,2023,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,79115.48,,,2023,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),224563.99,,,2023,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),40027.64,,,2023,Annual
Other Equity Total ,OtherEquityTotal,14331.74,,,2023,Annual
Total Equity ,TotalEquity,358931.32,,,2023,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,5954418.32,,,2023,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,892.46,,,2023,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,400.46,,,2023,Annual
period Length ,periodLength,0.00,,,2023,Annual
