displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Interest Income Bank ,InterestIncomeBank,117469.38,,,2024,Interim
Total Interest Expense ,TotalInterestExpense,70644.02,,,2024,Interim
Net Interest Income ,NetInterestIncome,46825.36,,,2024,Interim
Loan Loss Provision ,LoanLossProvision,2391.54,,,2024,Interim
Net Interest Inc After Loan Loss Prov ,NetInterestIncAfterLoanLossProv,44433.83,,,2024,Interim
Non- Interest Income Bank ,Non-InterestIncomeBank,47444.98,,,2024,Interim
Non- Interest Expense Bank ,Non-InterestExpenseBank,-63026.95,,,2024,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,28851.86,,,2024,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,7115.39,,,2024,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,21736.47,,,2024,Interim
Minority Interest ,MinorityInterest,-818.58,,,2024,Interim
Equity In Affiliates ,EquityInAffiliates,466.25,,,2024,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,21384.15,,,2024,Interim
Net Income ,NetIncome,21384.15,,,2024,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,21384.15,,,2024,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,21384.15,,,2024,Interim
Diluted Net Income ,DilutedNetIncome,21384.15,,,2024,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,892.60,,,2024,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,23.96,,,2024,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,13.70,,,2024,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,23.96,,,2024,Interim
period Length ,periodLength,3,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
